"epoch","Name: implicit - _step","Name: implicit - _step__MIN","Name: implicit - _step__MAX","Name: implicit - train/MSE","Name: implicit - train/MSE__MIN","Name: implicit - train/MSE__MAX","Name: explicit_transformerpred - _step","Name: explicit_transformerpred - _step__MIN","Name: explicit_transformerpred - _step__MAX","Name: explicit_transformerpred - train/MSE","Name: explicit_transformerpred - train/MSE__MIN","Name: explicit_transformerpred - train/MSE__MAX","Name: explicit_knownpred - _step","Name: explicit_knownpred - _step__MIN","Name: explicit_knownpred - _step__MAX","Name: explicit_knownpred - train/MSE","Name: explicit_knownpred - train/MSE__MIN","Name: explicit_knownpred - train/MSE__MAX"
"218","459","459","459","0.007852791342884302","0.004278084263205528","0.014588626101613045","459","459","459","0.013718894682824612","0.011511292308568954","0.01570296660065651","459","459","459","0.0062135964632034305","0.003942015115171671","0.007580868899822235"
"219","461","461","461","0.008067578775808215","0.00404626177623868","0.013466907665133476","461","461","461","0.013605232816189528","0.011785569600760937","0.014888825826346874","461","461","461","0.0057876530103385445","0.005300881341099739","0.00656359177082777"
"220","464","464","464","0.007967675570398569","0.003958492539823055","0.0140081737190485","464","464","464","0.014131541829556227","0.011666151694953442","0.0169715266674757","464","464","464","0.006016217637807131","0.0041185347363352776","0.007659018971025944"
"221","466","466","466","0.007727669645100832","0.004696948919445276","0.013945606537163258","466","466","466","0.013403480779379607","0.010888732969760895","0.015480265021324158","466","466","466","0.005757089145481587","0.0032380539923906326","0.007205431815236807"
"222","468","468","468","0.007595559116452932","0.004168462473899126","0.012895211577415466","468","468","468","0.013427451904863118","0.010494096204638481","0.015552145428955555","468","468","468","0.005575948487967252","0.003922902978956699","0.006860037799924612"
"223","470","470","470","0.008077219361439347","0.004031219985336065","0.012712386436760426","470","470","470","0.01360930809751153","0.010031512938439846","0.017290081828832626","470","470","470","0.006027157977223396","0.004555911757051945","0.008541342802345753"
"224","472","472","472","0.007568959472700953","0.00438219029456377","0.012369309552013874","472","472","472","0.01386733679100871","0.010684327222406864","0.016063932329416275","472","472","472","0.005768374493345618","0.004552900791168213","0.006845351308584213"
"225","474","474","474","0.007763014268130064","0.00429943110793829","0.014575043693184853","474","474","474","0.013851158320903778","0.011398917064070702","0.01602531597018242","474","474","474","0.0051726356614381075","0.003824926447123289","0.006514097098261118"
"226","476","476","476","0.00729612389113754","0.003514842363074422","0.013139861635863781","476","476","476","0.013743272051215172","0.011843638494610786","0.01705571636557579","476","476","476","0.00518771808128804","0.0038411009591072798","0.006609257310628891"
"227","478","478","478","0.007284558983519674","0.004003922455012798","0.01318286918103695","478","478","478","0.013279832433909178","0.011898348107933998","0.014924230054020882","478","478","478","0.005416119145229459","0.004378279205411673","0.006623285822570324"
"228","480","480","480","0.007344147842377424","0.004277127794921398","0.012989819049835205","480","480","480","0.013376327231526375","0.011483559384942055","0.014710107818245888","480","480","480","0.005903021991252899","0.0035353037528693676","0.007220652885735035"
"229","482","482","482","0.007701341575011611","0.004328494425863028","0.01436874270439148","482","482","482","0.013142644241452218","0.011117575690150261","0.014899964444339275","482","482","482","0.005742478370666504","0.004828089848160744","0.0068586417473852634"
"230","485","485","485","0.007564494851976633","0.0043302737176418304","0.013139544054865837","485","485","485","0.013400520291179418","0.01195135060697794","0.015382458455860615","485","485","485","0.005500191892497242","0.00379101256839931","0.006599789950996637"
"231","487","487","487","0.007414187816902995","0.0041926149278879166","0.012395250611007214","487","487","487","0.013268323242664337","0.010809938423335552","0.016501886770129204","487","487","487","0.005291712423786521","0.004357182886451483","0.00673878425732255"
"232","489","489","489","0.007788340514525771","0.0045225657522678375","0.01369310449808836","489","489","489","0.013085196539759637","0.010635757818818092","0.014314788393676281","489","489","489","0.0053752541542053224","0.004050207324326038","0.0076178559102118015"
"233","491","491","491","0.007539302390068769","0.004503761418163776","0.0122864730656147","491","491","491","0.01248112302273512","0.010389447212219238","0.014507177285850048","491","491","491","0.00523618427105248","0.003990053199231625","0.0072182253934443"
"234","493","493","493","0.008114646840840577","0.00426116306334734","0.013970146887004375","493","493","493","0.013622336089611053","0.011809205636382103","0.015324205160140991","493","493","493","0.005509149609133601","0.004070869646966457","0.006737230811268091"
"235","495","495","495","0.007762426650151611","0.004354489501565695","0.013470093719661236","495","495","495","0.013949527963995933","0.012411149218678474","0.015595977194607258","495","495","495","0.005614711856469512","0.003829167690128088","0.006612151861190796"
"236","497","497","497","0.007512324210256338","0.00463963532820344","0.013150806538760662","497","497","497","0.01305038845166564","0.011753191240131855","0.014833453111350536","497","497","497","0.00581446997821331","0.0037852139212191105","0.007306594401597977"
"237","499","499","499","0.007221713615581393","0.004403586033731699","0.013111124746501446","499","499","499","0.01280036373063922","0.011143195442855358","0.014309702441096306","499","499","499","0.005637296661734581","0.004197075963020325","0.0074478862807154655"
"238","501","501","501","0.007611946668475866","0.004500222392380238","0.013020719401538372","501","501","501","0.013104169443249703","0.011704854667186737","0.014683243818581104","501","501","501","0.005246192030608654","0.004023698158562183","0.006695042364299297"
"239","503","503","503","0.007578072091564536","0.004316173493862152","0.013628398068249226","503","503","503","0.013854219857603312","0.011305741034448147","0.018564309924840927","503","503","503","0.0053721423726528885","0.0040697455406188965","0.007279993500560522"
"240","506","506","506","0.007635162072256207","0.004141106270253658","0.013268200680613518","506","506","506","0.013475993927568198","0.011475397273898125","0.016266990453004837","506","506","506","0.005443515302613377","0.0035854349844157696","0.007006640546023846"
"241","508","508","508","0.007325775502249598","0.004130645655095577","0.0119263781234622","508","508","508","0.013776789046823978","0.011856947094202042","0.015872221440076828","508","508","508","0.005322006647475064","0.0038731202948838472","0.007564311381429434"
"242","510","510","510","0.007570363394916057","0.00495294202119112","0.012294911779463291","510","510","510","0.013272482343018055","0.01155298762023449","0.015039145946502686","510","510","510","0.005355198960751295","0.004135432653129101","0.006847450044006109"
"243","512","512","512","0.007379701919853687","0.004864293150603771","0.011408695951104164","512","512","512","0.012672289367765188","0.011364221572875977","0.014470981433987617","512","512","512","0.005415830481797457","0.004224157892167568","0.006782252341508865"
"244","514","514","514","0.006924743624404072","0.0035192579962313175","0.01448330283164978","514","514","514","0.012783137336373328","0.01156588178128004","0.013660462573170662","514","514","514","0.005143512925133109","0.003630985040217638","0.006595549173653126"
"245","516","516","516","0.007116300985217094","0.00370870903134346","0.01413639821112156","516","516","516","0.012386678252369165","0.010561338625848293","0.015365153551101685","516","516","516","0.005089970515109598","0.0036859430838376284","0.006227410864084959"
"246","518","518","518","0.006875992752611637","0.004173492547124624","0.01218964159488678","518","518","518","0.01228118883445859","0.009366028942167759","0.015314732678234577","518","518","518","0.005018874537199736","0.0036174957640469074","0.0060247876681387424"
"247","520","520","520","0.007195613952353597","0.004189802799373865","0.01247683260589838","520","520","520","0.012940474785864353","0.010598480701446533","0.014505702070891857","520","520","520","0.005516243726015091","0.004497378133237362","0.006981107406318188"
"248","522","522","522","0.006881950423121452","0.004103619605302811","0.012567113153636456","522","522","522","0.013007769268006087","0.010878142900764942","0.015941359102725983","522","522","522","0.005304371798411011","0.004288847558200359","0.006496754940599203"
"249","524","524","524","0.007360826106742024","0.004456454422324896","0.013290166854858398","524","524","524","0.013350571598857641","0.00991360004991293","0.015022458508610725","524","524","524","0.005220710299909115","0.0034065390937030315","0.005796788260340691"
"250","527","527","527","0.007124774297699333","0.004716483410447836","0.012271379120647907","527","527","527","0.013026643823832274","0.011724753305315971","0.014757320284843445","527","527","527","0.005143600283190608","0.004007902927696705","0.006679346319288015"
"251","529","529","529","0.006895777769386768","0.0038827783428132534","0.012789021246135235","529","529","529","0.013187646120786666","0.01117466576397419","0.014226026833057404","529","529","529","0.0051450006198137995","0.003943719435483217","0.00680799875408411"
"252","531","531","531","0.007186464266851544","0.004077687859535217","0.012935513630509377","531","531","531","0.012747237365692854","0.011028929613530636","0.014360765926539898","531","531","531","0.004685655678622424","0.0036709425039589405","0.006176669150590897"
"253","533","533","533","0.007329298043623566","0.004303709603846073","0.013059111312031746","533","533","533","0.012332508992403745","0.010866889730095863","0.014930118806660175","533","533","533","0.0050174526404589415","0.0036739367060363293","0.007340047508478165"
"254","535","535","535","0.0068016595672816035","0.0047086915001273155","0.010868958197534084","535","535","535","0.012442943546921015","0.011033544316887856","0.014534411951899529","535","535","535","0.005619500088505447","0.0038174062501639128","0.008492955006659031"
"255","537","537","537","0.006580614182166755","0.003593459026888013","0.012662351131439209","537","537","537","0.012739997450262308","0.011157309636473656","0.01578393392264843","537","537","537","0.005287839588709176","0.003675787942484021","0.006753353867679834"
"256","539","539","539","0.0071992786601185795","0.004426215775310993","0.01229049637913704","539","539","539","0.013007985521107912","0.010526509955525398","0.015104117803275585","539","539","539","0.004825781169347465","0.0037747782189399004","0.006487926002591848"
"257","541","541","541","0.0072265800554305315","0.004325420595705509","0.012231345288455486","541","541","541","0.012793890200555325","0.011659054085612297","0.014655619859695435","541","541","541","0.005048246867954731","0.004086286760866642","0.007406138814985752"
"258","543","543","543","0.007477738917805255","0.0038944196421653032","0.01263175718486309","543","543","543","0.012284887116402387","0.010661182925105095","0.014589041471481323","543","543","543","0.005145961884409189","0.004102707840502262","0.006549520883709192"
"259","545","545","545","0.007159361848607659","0.00506388396024704","0.011389298364520073","545","545","545","0.0126071834936738","0.01064209919422865","0.01366498600691557","545","545","545","0.0052592828404158356","0.004021906293928623","0.006574305240064859"
"260","548","548","548","0.006813168292865157","0.004226326942443848","0.01117281150072813","548","548","548","0.012817807588726282","0.011485309340059757","0.014521094970405102","548","548","548","0.005135148717090488","0.0033484487794339657","0.00648869713768363"
"261","550","550","550","0.0068114182446151975","0.0039423187263309956","0.011793610639870167","550","550","550","0.012520124576985836","0.010443895123898983","0.015349030494689941","550","550","550","0.005023724911734462","0.00395760964602232","0.005646937992423773"
"262","552","552","552","0.006938619259744883","0.00479190843179822","0.011439459398388863","552","552","552","0.012218494433909655","0.010288635268807411","0.014341103844344616","552","552","552","0.004864147724583745","0.003982709255069494","0.00572544801980257"
"263","554","554","554","0.007081050891429186","0.004141052253544331","0.012370487675070763","554","554","554","0.012206585332751273","0.011006699874997139","0.014077134430408478","554","554","554","0.005120908096432686","0.0037861871533095837","0.006631635129451752"
"264","556","556","556","0.00658121220767498","0.003883036319166422","0.011149182915687561","556","556","556","0.012763470970094204","0.010621379129588604","0.015456005930900574","556","556","556","0.0045668849721550945","0.003411289770156145","0.006342772394418716"
"265","558","558","558","0.00670016254298389","0.004271031357347965","0.012569896876811981","558","558","558","0.012085044849663973","0.010397827252745628","0.013426902703940868","558","558","558","0.004949964419938624","0.0037324591539800167","0.006736924406141043"
"266","560","560","560","0.006574372481554747","0.004011744633316994","0.011403510347008705","560","560","560","0.01227260734885931","0.010440156795084476","0.013427379541099072","560","560","560","0.005276324809528887","0.003845304949209094","0.006960494909435511"
"267","562","562","562","0.006526293558999896","0.004704694263637066","0.011956194415688515","562","562","562","0.012453042715787888","0.011074619367718697","0.013921311125159264","562","562","562","0.004915915057063102","0.0034525543451309204","0.007217842154204845"
"268","564","564","564","0.006753030838444829","0.0041750515811145306","0.012112056836485863","564","564","564","0.01277447585016489","0.01092357374727726","0.014829307794570923","564","564","564","0.0049234610749408604","0.0034108988475054502","0.005924442317336798"
"269","566","566","566","0.006418382888659835","0.0035084430128335953","0.011280914768576622","566","566","566","0.012163714412599802","0.009886299259960651","0.014376236125826836","566","566","566","0.004661358892917633","0.0039221919141709805","0.005534393712878227"
"270","569","569","569","0.006282310606911779","0.004507232923060656","0.010461462661623955","569","569","569","0.011326836701482535","0.009499161504209042","0.012693163938820362","569","569","569","0.00447695697657764","0.003690287470817566","0.005364889744669199"
"271","571","571","571","0.006330639147199691","0.0033942267764359713","0.011625802144408226","571","571","571","0.012135467212647199","0.009564487263560295","0.014478270895779133","571","571","571","0.0043356227688491344","0.0033023059368133545","0.005366836674511433"
"272","573","573","573","0.006496451306156814","0.0038665414322167635","0.011575662530958652","573","573","573","0.01177699975669384","0.010658815503120422","0.013732315972447395","573","573","573","0.005017553316429257","0.004366451874375343","0.006462121848016977"
"273","575","575","575","0.0065223781391978266","0.004830862395465374","0.011185546405613422","575","575","575","0.01248423270881176","0.010873309336602688","0.01555450726300478","575","575","575","0.005320565262809396","0.004363401792943478","0.006591294892132282"
"274","577","577","577","0.006259098695591092","0.0033896774984896183","0.011803196743130684","577","577","577","0.012380082719027996","0.00965156126767397","0.0152563052251935","577","577","577","0.0050215067807585","0.003979342989623547","0.006676286458969116"
"275","579","579","579","0.007041096640750766","0.004659226629883051","0.011359093710780144","579","579","579","0.012176141981035471","0.010301017202436924","0.014538626186549664","579","579","579","0.0048008703393861655","0.00374687765724957","0.006109251640737057"
"276","581","581","581","0.006515720789320767","0.003861441509798169","0.012055535800755024","581","581","581","0.012054589483886958","0.009792894124984741","0.01355655025690794","581","581","581","0.004790023993700742","0.003667870070785284","0.00595172680914402"
"277","583","583","583","0.006381055153906345","0.004459814168512821","0.010052080266177654","583","583","583","0.011661311890929938","0.009374072775244713","0.013201859779655933","583","583","583","0.004702636692672968","0.004129846580326557","0.005399342626333237"
"278","585","585","585","0.006350570521317422","0.00384056125767529","0.01073000393807888","585","585","585","0.012177389301359653","0.010541461408138275","0.013753347098827362","585","585","585","0.005064444476738572","0.003584925550967455","0.005645382683724165"
"279","587","587","587","0.0059909499948844315","0.0036917359102517366","0.010621247813105583","587","587","587","0.01212991215288639","0.010394700802862644","0.014032681472599506","587","587","587","0.004715784965083003","0.0035337493754923344","0.005878389347344637"
"280","590","590","590","0.006210409058257938","0.003983202390372753","0.011424021795392036","590","590","590","0.01176704242825508","0.010077355429530144","0.013879622332751751","590","590","590","0.00469611007720232","0.003911539912223816","0.005412417463958263"
"281","592","592","592","0.006744121853262186","0.004494652152061462","0.012082027271389961","592","592","592","0.012382295355200768","0.010261677205562592","0.013821807689964771","592","592","592","0.0049709771294146774","0.004284354392439127","0.005649142898619175"
"282","594","594","594","0.006216768594458699","0.00413841987028718","0.012094371020793915","594","594","594","0.011234906129539013","0.009959560818970203","0.012223171070218086","594","594","594","0.004550041258335113","0.0032548420131206512","0.0054025729186832905"
"283","596","596","596","0.006411307863891125","0.004328611306846142","0.011683037504553795","596","596","596","0.011685347091406584","0.00988151878118515","0.014772830531001091","596","596","596","0.004928995412774384","0.003489188151434064","0.005611227359622717"
"284","598","598","598","0.0061954367905855175","0.003467179834842682","0.009974287822842598","598","598","598","0.01181030524894595","0.010606424883008003","0.013983607292175293","598","598","598","0.00443419124931097","0.0030839391984045506","0.005797683261334896"
"285","600","600","600","0.006611474510282278","0.0037845750339329243","0.011502271518111229","600","600","600","0.011805414501577616","0.009393314830958843","0.014559532515704632","600","600","600","0.00470057453494519","0.0036238774191588163","0.006280030123889446"
"286","602","602","602","0.006599839078262448","0.0037391972728073597","0.011750711128115654","602","602","602","0.011423254944384098","0.009439637884497643","0.013682335615158081","602","602","602","0.004798401333391667","0.004052727483212948","0.006524808704853058"
"287","604","604","604","0.006226075999438763","0.004153566900640726","0.011630892753601074","604","604","604","0.011547615844756364","0.009141093119978905","0.015816887840628624","604","604","604","0.004624310648068786","0.003643505275249481","0.005444507114589214"
"288","606","606","606","0.006389468489214778","0.004087050445377827","0.01060529612004757","606","606","606","0.012213784735649824","0.009812294505536556","0.01508213859051466","606","606","606","0.004429151839576662","0.0037042677868157625","0.006586025003343821"
"289","608","608","608","0.006445730710402131","0.005016351584345102","0.010318195447325706","608","608","608","0.011790162324905396","0.010220740921795368","0.01355867087841034","608","608","608","0.004578875238075852","0.0031744358129799366","0.005738177802413702"
"290","611","611","611","0.006484397943131626","0.003704586299136281","0.010791587643325329","611","611","611","0.011721962597221136","0.010025404393672943","0.01425335742533207","611","611","611","0.004545687418431044","0.004065237939357758","0.0061372509226202965"
"291","613","613","613","0.006436475436203182","0.003778019454330206","0.012066058814525604","613","613","613","0.011558225005865097","0.010788924992084503","0.012077482417225838","613","613","613","0.004545192210935056","0.003450301242992282","0.005396716762334108"
"292","615","615","615","0.005794275226071477","0.003736146492883563","0.010495676659047604","615","615","615","0.011578367371112109","0.010399173945188522","0.012508364394307137","615","615","615","0.0045668807113543155","0.003561935620382428","0.005793698597699404"
"293","617","617","617","0.005807328410446644","0.003932642750442028","0.010242272168397903","617","617","617","0.011568175163120031","0.009530690498650074","0.012990809977054596","617","617","617","0.004442986915819347","0.003560167970135808","0.005462069995701313"
"294","619","619","619","0.005725328205153346","0.0036218035966157913","0.010381078347563744","619","619","619","0.011452524177730083","0.008143508806824684","0.013266822323203087","619","619","619","0.004172036168165505","0.0025027466472238302","0.005302838049829006"
"295","621","621","621","0.00608501120004803","0.003862568410113454","0.011393746361136436","621","621","621","0.011797699891030789","0.00972189474850893","0.014591073617339134","621","621","621","0.004593820194713771","0.0035402835346758366","0.006070235278457403"
"296","623","623","623","0.006081432104110718","0.003711618483066559","0.009021809324622154","623","623","623","0.011176403425633908","0.009340276010334492","0.013084487989544868","623","623","623","0.004616209864616394","0.002990144770592451","0.005722446832805872"
"297","625","625","625","0.005745210172608495","0.0032222536392509937","0.011093790642917156","625","625","625","0.010974120628088713","0.009892567992210388","0.012827877886593342","625","625","625","0.004309858754277229","0.0033608092926442623","0.005731005687266588"
"298","627","627","627","0.00596965653821826","0.004616125486791134","0.009843221865594387","627","627","627","0.011426329519599676","0.010349394753575325","0.013547244481742382","627","627","627","0.00433376943692565","0.0031599453650414944","0.005366027355194092"
"299","629","629","629","0.0058001488447189335","0.0034493482671678066","0.011527861468493938","629","629","629","0.01086530676111579","0.008581328205764294","0.012580272741615772","629","629","629","0.004466811404563486","0.003494933247566223","0.005847514607012272"
"300","632","632","632","0.005766012333333492","0.0041206576861441135","0.00949039775878191","632","632","632","0.011292869318276643","0.01000174880027771","0.012651463970541954","632","632","632","0.004461630177684128","0.0032715045381337404","0.005457851104438305"
"301","634","634","634","0.005936445808038116","0.0037495442666113377","0.010671776719391346","634","634","634","0.011174659989774228","0.008855520747601986","0.012841323390603065","634","634","634","0.0042381411185488105","0.003483209293335676","0.005568370688706636"
"302","636","636","636","0.00592512849252671","0.0034471105318516493","0.010389799252152443","636","636","636","0.011996034998446703","0.01088028121739626","0.013674119487404823","636","636","636","0.004654893931001425","0.0032157492823898792","0.005693151615560055"
"303","638","638","638","0.006001331890001893","0.003845531027764082","0.01063043437898159","638","638","638","0.011910432390868664","0.01010344922542572","0.013966547325253487","638","638","638","0.004532103426754475","0.003553512040525675","0.005611519329249859"
"304","640","640","640","0.005686918646097184","0.004020600579679012","0.009794561192393303","640","640","640","0.01144540598616004","0.009562952443957329","0.013290989212691784","640","640","640","0.004447727371007204","0.003924755845218897","0.005643756594508886"
"305","642","642","642","0.005804069805890322","0.004126180894672871","0.010206864215433598","642","642","642","0.010989615321159362","0.00866112019866705","0.01373301912099123","642","642","642","0.0048733521718531845","0.003881998360157013","0.006707017309963703"
"306","644","644","644","0.005901242583058774","0.0037475202698260546","0.009153373539447784","644","644","644","0.010872709006071091","0.008465008810162544","0.01225314475595951","644","644","644","0.004410599078983069","0.0033402671106159687","0.00579462293535471"
"307","646","646","646","0.005572822247631848","0.0036529700737446547","0.010050853714346886","646","646","646","0.011109485942870378","0.008719274774193764","0.01469180267304182","646","646","646","0.0041467022150754925","0.002905108267441392","0.005424913950264454"
"308","648","648","648","0.005943618109449744","0.003529035020619631","0.010457351803779602","648","648","648","0.010521805938333273","0.009284249506890774","0.011626951396465302","648","648","648","0.004445236548781395","0.0025552380830049515","0.005597262643277645"
"309","650","650","650","0.005466774408705533","0.0029927045106887817","0.009284019470214844","650","650","650","0.011180796660482883","0.008564010262489319","0.01314164511859417","650","650","650","0.004253076459281147","0.0032254941761493683","0.0053676036186516285"
"310","653","653","653","0.005741221574135124","0.0031921148765832186","0.009348608553409576","653","653","653","0.011093993112444878","0.009293416514992714","0.013187766075134277","653","653","653","0.004331094515509904","0.002868924755603075","0.005975811742246151"
"311","655","655","655","0.0056710422970354555","0.0033477619290351868","0.009755047969520092","655","655","655","0.011390539165586234","0.00906968954950571","0.014031167142093182","655","655","655","0.004286151775158942","0.0032376539893448353","0.005325664300471544"
"312","657","657","657","0.005936133256182074","0.004564701113849878","0.009323121048510075","657","657","657","0.011311014089733363","0.009894597344100475","0.013059450313448906","657","657","657","0.004513384192250669","0.003665290307253599","0.005501209758222103"
"313","659","659","659","0.0055151756154373285","0.0037773766089230776","0.008429796434938908","659","659","659","0.011119631119072437","0.009135512635111809","0.013502521440386772","659","659","659","0.004215921764262021","0.0030256188474595547","0.006419283337891102"
"314","661","661","661","0.005751676578074694","0.003996631596237421","0.009819739498198032","661","661","661","0.011213462054729461","0.009406238794326782","0.012830115854740143","661","661","661","0.004021577839739621","0.003080146387219429","0.005407823249697685"
"315","663","663","663","0.005699680373072624","0.00432797335088253","0.009466487914323807","663","663","663","0.010703463014215231","0.009208794683218002","0.012028155848383904","663","663","663","0.0040514451451599594","0.0029870911967009306","0.004927260801196098"
"316","665","665","665","0.005319148534908891","0.003619504626840353","0.009701395407319069","665","665","665","0.010958163626492023","0.008358215913176537","0.013125536032021046","665","665","665","0.003959836345165968","0.0033593266271054745","0.005119557026773691"
"317","667","667","667","0.005277777975425124","0.0038837497122585773","0.008940868079662323","667","667","667","0.010798930283635854","0.00945100374519825","0.012437899596989155","667","667","667","0.00455248944927007","0.0030417186208069324","0.005721289664506912"
"318","669","669","669","0.005389964114874602","0.0036554629914462566","0.009310715831816196","669","669","669","0.010957764089107513","0.009339028969407082","0.011881367303431034","669","669","669","0.004300227877683938","0.003089987440034747","0.005629435181617737"
"319","671","671","671","0.005633245967328548","0.003992306999862194","0.009638369083404541","671","671","671","0.010420032404363155","0.008961202576756477","0.012027700431644917","671","671","671","0.004263222869485617","0.0033181081525981426","0.005215572193264961"
"320","674","674","674","0.005672183074057102","0.004082387778908014","0.010380773805081844","674","674","674","0.011352985724806785","0.009999481961131096","0.014317783527076244","674","674","674","0.004383857361972332","0.0032173902727663517","0.00524713471531868"
"321","676","676","676","0.00549419887829572","0.0038079575169831514","0.008466983214020729","676","676","676","0.011241727974265814","0.008899085223674774","0.01398647390305996","676","676","676","0.004247902473434806","0.0034633311443030834","0.005433197598904371"
"322","678","678","678","0.005537884240038693","0.00346137466840446","0.008401806466281414","678","678","678","0.011074223648756742","0.008951372466981411","0.01237227488309145","678","678","678","0.004572412837296725","0.003780779894441366","0.0054420954547822475"
"323","680","680","680","0.005468287575058639","0.003861035453155637","0.010377712547779083","680","680","680","0.010687841288745403","0.00933300331234932","0.012284519150853157","680","680","680","0.004075025604106486","0.0030019578989595175","0.005076210480183363"
"324","682","682","682","0.005525161838158965","0.00352666899561882","0.009619641117751598","682","682","682","0.010644296556711197","0.008847665973007679","0.012088524177670479","682","682","682","0.004208979988470673","0.0035379272885620594","0.004985549487173557"
"325","684","684","684","0.00538299516774714","0.004037302918732166","0.007675594184547663","684","684","684","0.01075232783332467","0.00953709427267313","0.01186530664563179","684","684","684","0.004070730623789131","0.0031480893958359957","0.0047971890307962894"
"326","686","686","686","0.0053726837271824476","0.003783227177336812","0.008925671689212322","686","686","686","0.010692876763641834","0.009363280609250069","0.011792155914008617","686","686","686","0.00395690924488008","0.0030067157931625843","0.005004174076020718"
"327","688","688","688","0.005300426296889782","0.004138035234063864","0.008383342996239662","688","688","688","0.010468388721346856","0.008828412741422653","0.01276274025440216","688","688","688","0.0039050775114446877","0.0031646699644625187","0.006014910060912371"
"328","690","690","690","0.005331722227856517","0.003347781952470541","0.008910163305699825","690","690","690","0.009941871464252471","0.008479170501232147","0.011036816984415054","690","690","690","0.003908652532845736","0.002770457649603486","0.005408964119851589"
"329","692","692","692","0.005412563169375062","0.0036315545439720154","0.009555591270327568","692","692","692","0.01044436013326049","0.009760613553225994","0.011067098006606102","692","692","692","0.004417083715088666","0.002662954619154334","0.007936720736324787"
"330","695","695","695","0.005098599405027926","0.003481001826003194","0.0090884855017066","695","695","695","0.010401093121618032","0.008961525745689869","0.01125125028192997","695","695","695","0.004030713276006281","0.002758770016953349","0.005189829971641302"
"331","697","697","697","0.005397748108953238","0.004195004235953093","0.009004216641187668","697","697","697","0.01006620991975069","0.008624529466032982","0.011150781065225601","697","697","697","0.003762189392000437","0.0031094751320779324","0.004403700586408377"
"332","699","699","699","0.005042574857361615","0.003057361813262105","0.00913308747112751","699","699","699","0.010297868866473436","0.00888069812208414","0.012427556328475475","699","699","699","0.003974081901833415","0.003246451262384653","0.004923995118588209"
"333","701","701","701","0.005256379768252373","0.003271064953878522","0.008065854199230671","701","701","701","0.010387371107935906","0.008866754360496998","0.011844507418572903","701","701","701","0.004123157216235995","0.003050512168556452","0.00528152147307992"
"334","703","703","703","0.005154003854840994","0.003384544048458338","0.008246263489127159","703","703","703","0.01037884559482336","0.009033458307385445","0.011941786855459213","703","703","703","0.004132335796020925","0.0029030046425759792","0.0055616325698792934"
"335","705","705","705","0.005414896947331727","0.003254373325034976","0.008446834981441498","705","705","705","0.010430792160332204","0.00901416502892971","0.011793206445872784","705","705","705","0.004150472488254309","0.0032617724500596523","0.005217081867158413"
"336","707","707","707","0.005569162359461188","0.003679940477013588","0.00823955237865448","707","707","707","0.010389493871480226","0.008470949716866016","0.011986599303781986","707","707","707","0.004018261120654643","0.0031603588722646236","0.004772968124598265"
"337","709","709","709","0.005424808547832072","0.0033296800684183836","0.009187296964228153","709","709","709","0.010656722728163004","0.008044213056564331","0.013870698399841785","709","709","709","0.0038328344933688642","0.0030324419494718313","0.0046049682423472404"
"338","711","711","711","0.004931644606404007","0.0035757452715188265","0.007549496833235025","711","711","711","0.010764351300895213","0.00791682954877615","0.0135777173563838","711","711","711","0.003998612705618143","0.003383985487744212","0.004732141271233559"
"339","713","713","713","0.005255866213701665","0.0031030767131596804","0.008175745606422424","713","713","713","0.010707217967137694","0.007374075707048178","0.01315905898809433","713","713","713","0.0038287486881017686","0.003036175388842821","0.004414330702275038"
"340","716","716","716","0.005127178737893701","0.0031673021148890257","0.006986512336879969","716","716","716","0.010522444825619459","0.008267688564956188","0.012567703612148762","716","716","716","0.003863861784338951","0.002851395169273019","0.004725815262645483"
"341","718","718","718","0.005174102098681033","0.003250065492466092","0.007781811058521271","718","718","718","0.010348635725677013","0.008288019336760044","0.012496317736804485","718","718","718","0.004114027530886233","0.0029235384427011013","0.005498354788869619"
"342","720","720","720","0.005306427087634802","0.00349011505022645","0.008433724753558636","720","720","720","0.010554008278995752","0.009161409921944141","0.012724874541163445","720","720","720","0.0039007112616673114","0.0030936631374061108","0.005922086536884308"
"343","722","722","722","0.005043858755379915","0.0032454151660203934","0.007728421129286289","722","722","722","0.010398449283093214","0.009640629403293133","0.013484339229762554","722","722","722","0.003842493565753102","0.0033093499951064587","0.004578103311359882"
"344","724","724","724","0.0055088760331273075","0.0037497631274163723","0.008940751664340496","724","724","724","0.01047492679208517","0.009693240746855736","0.012025248259305954","724","724","724","0.003943715849891305","0.003131953300908208","0.005550069268792868"
"345","726","726","726","0.005028657987713814","0.003263334510847926","0.006778065115213394","726","726","726","0.010024794843047857","0.009166128933429718","0.011306682601571083","726","726","726","0.003950575110502541","0.002971985610201955","0.0049190460704267025"
"346","728","728","728","0.004983667307533324","0.0033582441974431276","0.0072689177468419075","728","728","728","0.009960365854203701","0.008900895714759827","0.011240605264902115","728","728","728","0.003869076655246317","0.002915181452408433","0.0053693815134465694"
"347","730","730","730","0.004998015938326716","0.0034519750624895096","0.007923431694507599","730","730","730","0.010135809797793627","0.008602147921919823","0.011652279645204544","730","730","730","0.004080576496198774","0.003036587033420801","0.005121779628098011"
"348","732","732","732","0.004928513453342021","0.0029704230837523937","0.007916565984487534","732","732","732","0.01011739782989025","0.008886062540113926","0.011897316202521324","732","732","732","0.004119496862404049","0.0028592057060450315","0.0048598190769553185"
