"epoch","Name: explicit_transformerpred - _step","Name: explicit_transformerpred - _step__MIN","Name: explicit_transformerpred - _step__MAX","Name: explicit_transformerpred - train/params_MSE","Name: explicit_transformerpred - train/params_MSE__MIN","Name: explicit_transformerpred - train/params_MSE__MAX","Name: explicit_knownpred - _step","Name: explicit_knownpred - _step__MIN","Name: explicit_knownpred - _step__MAX","Name: explicit_knownpred - train/params_MSE","Name: explicit_knownpred - train/params_MSE__MIN","Name: explicit_knownpred - train/params_MSE__MAX"
"515","1083","1083","1083","0.006599308177828789","0.005104946903884411","0.00769257266074419","1083","1083","1083","0.003248304896987975","0.0023124574217945337","0.003713162150233984"
"516","1085","1085","1085","0.006753057893365622","0.005109716206789017","0.00836859829723835","1085","1085","1085","0.003434063820168376","0.0026238381396979094","0.0050432877615094185"
"517","1087","1087","1087","0.006640878692269325","0.0054318043403327465","0.00780101353302598","1087","1087","1087","0.0032953099114820363","0.002452356042340398","0.004565388895571232"
"518","1089","1089","1089","0.006688714819028973","0.006129673216491938","0.007355134934186935","1089","1089","1089","0.0031533949309960007","0.0025460284668952227","0.0037198879290372133"
"519","1091","1091","1091","0.006065461318939924","0.005425707902759314","0.0073326220735907555","1091","1091","1091","0.0030174559680745004","0.0022917059250175953","0.004301315173506737"
"520","1094","1094","1094","0.006296384939923882","0.005037355236709118","0.007596389856189489","1094","1094","1094","0.0029424017760902644","0.0024241884239017963","0.004463019780814648"
"521","1096","1096","1096","0.006281512975692749","0.005567637272179127","0.007221599575132132","1096","1096","1096","0.003162606875412166","0.002558858133852482","0.0037329085171222687"
"522","1098","1098","1098","0.0066751792095601555","0.005872265435755253","0.00827029813081026","1098","1098","1098","0.003146947338245809","0.002325010020285845","0.004374840762466192"
"523","1100","1100","1100","0.005910479370504618","0.004962083883583546","0.0064671942964196205","1100","1100","1100","0.0027295984793454407","0.0018784541171044111","0.0037072363775223494"
"524","1102","1102","1102","0.006621017213910818","0.005284585058689117","0.008829186670482159","1102","1102","1102","0.0030721793649718166","0.00218481314368546","0.003934954293072224"
"525","1104","1104","1104","0.006592242233455181","0.005812129471451044","0.007849466986954212","1104","1104","1104","0.0031161435414105653","0.0019949511624872684","0.004906092770397663"
"526","1106","1106","1106","0.006370340334251523","0.0052155181765556335","0.007570079527795315","1106","1106","1106","0.002876026032026857","0.0018898512935265899","0.0033927864860743284"
"527","1108","1108","1108","0.006283695716410876","0.005316738970577717","0.007272917777299881","1108","1108","1108","0.0028305090963840485","0.0022075616288930178","0.0035143420100212097"
"528","1110","1110","1110","0.006010399200022221","0.004908907227218151","0.007400095462799072","1110","1110","1110","0.0030060678021982313","0.0020601022988557816","0.004206671379506588"
"529","1112","1112","1112","0.006205190951004624","0.004981489852070808","0.007435794919729233","1112","1112","1112","0.0029075917322188617","0.0022212101612240076","0.00363830104470253"
"530","1115","1115","1115","0.006249813362956047","0.004912917967885733","0.007145349867641926","1115","1115","1115","0.002971114288084209","0.0021053371019661427","0.003661335678771138"
"531","1117","1117","1117","0.006720921164378524","0.005636758636683226","0.008377737365663052","1117","1117","1117","0.0031126255402341486","0.002294321311637759","0.0047424957156181335"
"532","1119","1119","1119","0.006115011312067509","0.005252334289252758","0.0074526472017169","1119","1119","1119","0.0030274893390014766","0.002144459867849946","0.004101957194507122"
"533","1121","1121","1121","0.006569820549339056","0.005664571188390255","0.007538637612015009","1121","1121","1121","0.0032738334964960815","0.002382109174504876","0.004053167998790741"
"534","1123","1123","1123","0.0066373978275805715","0.00480626430362463","0.009520290419459343","1123","1123","1123","0.003563565551303327","0.001956160645931959","0.005004009231925011"
"535","1125","1125","1125","0.0060292009729892015","0.00515011977404356","0.007757750805467367","1125","1125","1125","0.003110124880913645","0.001929232501424849","0.005025256425142288"
"536","1127","1127","1127","0.006350303906947375","0.004791088402271271","0.0071241408586502075","1127","1127","1127","0.0028466681484133004","0.001992274774238467","0.0038127570878714323"
"537","1129","1129","1129","0.0067212106194347145","0.004846807569265366","0.0077624269761145115","1129","1129","1129","0.0030691002029925585","0.002474673092365265","0.0038139489479362965"
"538","1131","1131","1131","0.006871277652680874","0.005117763765156269","0.008588606491684914","1131","1131","1131","0.0031460513127967715","0.0023536954540759325","0.004327394533902407"
"539","1133","1133","1133","0.0065001230686903","0.005246288608759642","0.008223263546824455","1133","1133","1133","0.0030265867826528847","0.001680156565271318","0.004285589791834354"
"540","1136","1136","1136","0.006608518538996577","0.006084044463932514","0.007322071585804224","1136","1136","1136","0.0031842497177422048","0.0022978931665420532","0.004497918300330639"
"541","1138","1138","1138","0.006647509709000588","0.004901425447314978","0.008882010355591774","1138","1138","1138","0.0032770079327747227","0.0025450303219258785","0.004522145260125399"
"542","1140","1140","1140","0.006254894472658634","0.0052895513363182545","0.007562736980617046","1140","1140","1140","0.0032335865776985883","0.0020828666165471077","0.004298577085137367"
"543","1142","1142","1142","0.0055613233242183925","0.004595381673425436","0.006580232642591","1142","1142","1142","0.002986793918535113","0.0020878161303699017","0.004432228393852711"
"544","1144","1144","1144","0.006324583850800991","0.004815963096916676","0.007417602930217981","1144","1144","1144","0.003130226768553257","0.002664082683622837","0.004094661679118872"
"545","1146","1146","1146","0.006112741772085428","0.005259199999272823","0.006797549314796925","1146","1146","1146","0.0031345410505309703","0.0024593998678028584","0.0036602155305445194"
"546","1148","1148","1148","0.005782555183395743","0.004797873552888632","0.00642608106136322","1148","1148","1148","0.0029190514236688615","0.002521132118999958","0.0033761970698833466"
"547","1150","1150","1150","0.005998183880001307","0.004791353829205036","0.007782300468534231","1150","1150","1150","0.002958392444998026","0.0019395865965634584","0.003626552177593112"
"548","1152","1152","1152","0.006340660061687231","0.005127516575157642","0.007745835930109024","1152","1152","1152","0.0031357101164758206","0.0020972583442926407","0.004566870629787445"
"549","1154","1154","1154","0.006581723457202315","0.004383955150842667","0.00792875699698925","1154","1154","1154","0.0032463019480928777","0.0022429339587688446","0.004459280986338854"
"550","1157","1157","1157","0.006239277822896838","0.005237479694187641","0.0070390887558460236","1157","1157","1157","0.002919699647463858","0.002247316762804985","0.0038514218758791685"
"551","1159","1159","1159","0.006538210110738874","0.005140362773090601","0.007346886210143566","1159","1159","1159","0.003210896416567266","0.0026338035240769386","0.004499888047575951"
"552","1161","1161","1161","0.006062184879556298","0.004727959632873535","0.006810733582824469","1161","1161","1161","0.003202749812044203","0.002924273256212473","0.004147664178162813"
"553","1163","1163","1163","0.006590234534814954","0.005036212969571352","0.007673786487430334","1163","1163","1163","0.0029673513025045397","0.0025657524820417166","0.0033700845669955015"
"554","1165","1165","1165","0.006066696392372251","0.005042456090450287","0.007547895424067974","1165","1165","1165","0.0027891174191609024","0.00222214893437922","0.004082860890775919"
"555","1167","1167","1167","0.005667301313951612","0.004458962939679623","0.007078719325363636","1167","1167","1167","0.0026986945886164904","0.002117929281666875","0.0035206847824156284"
"556","1169","1169","1169","0.0060404059011489155","0.0053205834701657295","0.007064233534038067","1169","1169","1169","0.0029292410239577294","0.0021171835251152515","0.0033632360864430666"
"557","1171","1171","1171","0.006328865885734558","0.004965088330209255","0.00824335403740406","1171","1171","1171","0.003072478272952139","0.0024280124343931675","0.004725301172584295"
"558","1173","1173","1173","0.006044901348650456","0.004462607204914093","0.007158694323152304","1173","1173","1173","0.003049171529710293","0.0020302601624280214","0.004561320878565311"
"559","1175","1175","1175","0.006126634730026126","0.005034421570599079","0.007119121495634317","1175","1175","1175","0.003256107843481004","0.002485386561602354","0.005280504003167152"
"560","1178","1178","1178","0.0063384152483195065","0.005243588704615831","0.00720931077376008","1178","1178","1178","0.003173991688527167","0.0024953114334493876","0.004712104797363281"
"561","1180","1180","1180","0.0064951849170029165","0.0052993400022387505","0.008100530132651329","1180","1180","1180","0.0028873169329017402","0.0021262583322823048","0.003921304363757372"
"562","1182","1182","1182","0.0061606498900800945","0.00540852639824152","0.007584705948829651","1182","1182","1182","0.0028639194089919327","0.0020724302157759666","0.004238746594637632"
"563","1184","1184","1184","0.006246586749330163","0.004858722910284996","0.008836032822728157","1184","1184","1184","0.0027860346948727966","0.002393054775893688","0.0042617060244083405"
"564","1186","1186","1186","0.006094503868371248","0.004903057124465704","0.007317889481782913","1186","1186","1186","0.0030166295124217867","0.0022720210254192352","0.004685074090957642"
"565","1188","1188","1188","0.0060118124820292","0.0051282597705721855","0.007484941743314266","1188","1188","1188","0.002936827531084418","0.002140242140740156","0.0041503808461129665"
"566","1190","1190","1190","0.005831748014315963","0.004731745924800634","0.007823992520570755","1190","1190","1190","0.0027525488752871753","0.002008508425205946","0.0035644392482936382"
"567","1192","1192","1192","0.00555348414927721","0.004666124004870653","0.006953748408704996","1192","1192","1192","0.0026229788083583115","0.0020479317754507065","0.0032308846712112427"
"568","1194","1194","1194","0.006115594087168575","0.0048974016681313515","0.00744987279176712","1194","1194","1194","0.0028093094821088015","0.0018925309414044023","0.004400340374559164"
"569","1196","1196","1196","0.006239690212532878","0.0048479181714355946","0.008063768967986107","1196","1196","1196","0.0027378561906516554","0.0022839587181806564","0.003138747764751315"
"570","1199","1199","1199","0.006239696778357029","0.004537246190011501","0.008069057948887348","1199","1199","1199","0.0029872492188587783","0.002363521372899413","0.00395232392475009"
"571","1201","1201","1201","0.005927338125184178","0.004891715012490749","0.007000476121902466","1201","1201","1201","0.0026589644141495226","0.001954078208655119","0.0033460643608123064"
"572","1203","1203","1203","0.006214005686342716","0.005279479082673788","0.007556432392448187","1203","1203","1203","0.0026512256357818843","0.002098977565765381","0.003223129315301776"
"573","1205","1205","1205","0.005933471582829952","0.005428802687674761","0.00651953648775816","1205","1205","1205","0.00284599547740072","0.001988345058634877","0.0039966050535440445"
"574","1207","1207","1207","0.005812016082927585","0.005225794389843941","0.006488744169473648","1207","1207","1207","0.0030457315035164354","0.0016684029251337051","0.004133893642574549"
"575","1209","1209","1209","0.005968274967744947","0.0049536703154444695","0.007301199249923229","1209","1209","1209","0.002878454700112343","0.0024237046018242836","0.003385554300621152"
"576","1211","1211","1211","0.006075516389682889","0.004977996461093426","0.007807041052728891","1211","1211","1211","0.0029788924381136893","0.0025612530298531055","0.0036910336930304766"
"577","1213","1213","1213","0.005676942504942417","0.004666457884013653","0.007520152721554041","1213","1213","1213","0.002699796110391617","0.002094757277518511","0.003927047364413738"
"578","1215","1215","1215","0.005555712897330522","0.004648147616535425","0.006144396960735321","1215","1215","1215","0.002696208329871297","0.0018583787605166435","0.003824262646958232"
"579","1217","1217","1217","0.005705252289772034","0.004871225915849209","0.006608088966459036","1217","1217","1217","0.002926210965961218","0.002122502774000168","0.003969587851315737"
"580","1220","1220","1220","0.00577000635676086","0.004700549878180027","0.006824807729572058","1220","1220","1220","0.0026564263505861165","0.001958379754796624","0.0033907140605151653"
"581","1222","1222","1222","0.00582162388600409","0.0046363044530153275","0.006855282001197338","1222","1222","1222","0.0029072524746879937","0.0021631948184221983","0.00400388240814209"
"582","1224","1224","1224","0.005776709597557783","0.004729376640170813","0.006422795355319977","1224","1224","1224","0.0030261737294495104","0.0018972503021359444","0.00407758541405201"
"583","1226","1226","1226","0.0056221035309135916","0.004071255214512348","0.006661509163677692","1226","1226","1226","0.0028807742637582123","0.0015413073124364018","0.003734974656254053"
"584","1228","1228","1228","0.0059061613865196705","0.005192838609218597","0.006506661884486675","1228","1228","1228","0.0030060910154134034","0.0023523173294961452","0.003980496898293495"
"585","1230","1230","1230","0.005991481151431799","0.005233835894614458","0.0069579677656292915","1230","1230","1230","0.002730915253050625","0.0021229321137070656","0.0034084278158843517"
"586","1232","1232","1232","0.005873499205335975","0.004517159890383482","0.007307891733944416","1232","1232","1232","0.002711645176168531","0.0019323466112837195","0.0036011808551847935"
"587","1234","1234","1234","0.005920320330187678","0.004951879847794771","0.007028454449027777","1234","1234","1234","0.002696688426658511","0.001842455705627799","0.0037031485699117184"
"588","1236","1236","1236","0.006166479596868157","0.005028774496167898","0.00826062448322773","1236","1236","1236","0.0030110035324469207","0.0023112990893423557","0.003826361848041415"
"589","1238","1238","1238","0.006162101123481989","0.004938914440572262","0.009731977246701717","1238","1238","1238","0.003124253056012094","0.002120738383382559","0.004779887851327658"
"590","1241","1241","1241","0.0061864522751420735","0.0048390040174126625","0.008217670023441315","1241","1241","1241","0.0030957305803894996","0.0023465128615498543","0.004390971269458532"
"591","1243","1243","1243","0.00597146493382752","0.004777817986905575","0.007163210306316614","1243","1243","1243","0.0030226803384721277","0.0022324940655380487","0.003690770361572504"
"592","1245","1245","1245","0.005386315053328872","0.004423192702233791","0.006888815201818943","1245","1245","1245","0.0026256352895870803","0.001926082419231534","0.003847417188808322"
"593","1247","1247","1247","0.005762177845463156","0.004366436041891575","0.007087769452482462","1247","1247","1247","0.002845240291208029","0.0021409853361546993","0.0032721119932830334"
"594","1249","1249","1249","0.005980380903929472","0.005261695943772793","0.00753804761916399","1249","1249","1249","0.0031288421247154473","0.0019860663451254368","0.0044761113822460175"
"595","1251","1251","1251","0.005657927738502622","0.004614494740962982","0.00680516054853797","1251","1251","1251","0.0026763428933918474","0.0021779288072139025","0.003219237085431814"
"596","1253","1253","1253","0.005590320099145174","0.004497910384088755","0.006648828741163015","1253","1253","1253","0.0027241963427513836","0.0018584849312901497","0.004824421834200621"
"597","1255","1255","1255","0.00568236974067986","0.0046067554503679276","0.006803651340305805","1255","1255","1255","0.002893216675147414","0.0018641308415681124","0.004540127236396074"
"598","1257","1257","1257","0.005243683326989412","0.004262844566255808","0.006292866077274084","1257","1257","1257","0.002622754976619035","0.0017734846333041787","0.003443056019023061"
"599","1259","1259","1259","0.00587965790182352","0.005024074576795101","0.006651298608630896","1259","1259","1259","0.0031491381814703345","0.0025566178373992443","0.003970805089920759"
"600","1262","1262","1262","0.005433659628033638","0.004431409761309624","0.005918221082538366","1262","1262","1262","0.0028257578378543258","0.0020998273976147175","0.003991627134382725"
"601","1264","1264","1264","0.0054967139381915334","0.004800157155841589","0.006082081235945225","1264","1264","1264","0.0027802978525869547","0.0017856959020718932","0.0037772071082144976"
"602","1266","1266","1266","0.005586575902998448","0.0051411730237305164","0.006379833910614252","1266","1266","1266","0.0027308712480589746","0.0019781175069510937","0.0037753633223474026"
"603","1268","1268","1268","0.005716710211709141","0.0043776072561740875","0.007274494972079992","1268","1268","1268","0.0026743247406557204","0.0021619824692606926","0.00327189639210701"
"604","1270","1270","1270","0.005591943487524986","0.004091262351721525","0.006829707883298397","1270","1270","1270","0.002599954348988831","0.001670127036049962","0.003844698891043663"
"605","1272","1272","1272","0.005993495043367147","0.005102005787193775","0.007039704360067844","1272","1272","1272","0.003113100677728653","0.0017035910859704018","0.0055829682387411594"
"606","1274","1274","1274","0.0056418317835778","0.004018441773951054","0.0070811607874929905","1274","1274","1274","0.00292338200379163","0.0018794036004692316","0.0048503573052585125"
"607","1276","1276","1276","0.005597309628501535","0.004181660711765289","0.007136233150959015","1276","1276","1276","0.003068394656293094","0.0019934563897550106","0.005544354673475027"
"608","1278","1278","1278","0.005225047841668129","0.004337959922850132","0.006673277355730534","1278","1278","1278","0.00282294366043061","0.0016291455831378698","0.0038812165148556232"
"609","1280","1280","1280","0.005290131876245141","0.0038545913994312286","0.006638967432081699","1280","1280","1280","0.0029885766562074423","0.0015976214781403542","0.00460523646324873"
"610","1283","1283","1283","0.005551800271496177","0.004289030097424984","0.006557248532772064","1283","1283","1283","0.0027198590338230132","0.002054378390312195","0.0035380132030695677"
"611","1285","1285","1285","0.005381548684090376","0.004660598933696747","0.006133765913546085","1285","1285","1285","0.002389369229786098","0.001994561403989792","0.0034476432483643293"
"612","1287","1287","1287","0.005613701790571213","0.004730834625661373","0.006606245879083872","1287","1287","1287","0.0027326163253746927","0.0018600387265905738","0.0034483647905290127"
"613","1289","1289","1289","0.005266844900324941","0.004159810021519661","0.006278802640736103","1289","1289","1289","0.002525765844620764","0.002083662198856473","0.0031381305307149887"
"614","1291","1291","1291","0.005473729921504855","0.004340271465480328","0.007363338954746723","1291","1291","1291","0.0026451103040017188","0.0018899146234616637","0.0038465261459350586"
"615","1293","1293","1293","0.00576936611905694","0.0046647037379443645","0.00670155743137002","1293","1293","1293","0.002775274822488427","0.0022569475695490837","0.0035365778021514416"
"616","1295","1295","1295","0.005447787325829267","0.00454358896240592","0.00656524021178484","1295","1295","1295","0.002729645022191107","0.0017972227651625872","0.0043156263418495655"
"617","1297","1297","1297","0.006039632158353925","0.004909575916826725","0.008573412895202637","1297","1297","1297","0.002698631887324154","0.002298295497894287","0.0035851062275469303"
"618","1299","1299","1299","0.005432785302400589","0.0045097218826413155","0.007402717135846615","1299","1299","1299","0.0024784857872873546","0.0018346852157264948","0.0036046032328158617"
"619","1301","1301","1301","0.005976596707478165","0.004737843293696642","0.007413710467517376","1301","1301","1301","0.0026801537023857236","0.0020708253141492605","0.0036450654733926058"
"620","1304","1304","1304","0.005358171695843339","0.004709602799266577","0.006160834804177284","1304","1304","1304","0.0025021064444445073","0.001704591908492148","0.0032988693565130234"
"621","1306","1306","1306","0.005299609806388617","0.004530773963779211","0.006000419147312641","1306","1306","1306","0.0024384108488447963","0.0018214706797152758","0.0029361273627728224"
"622","1308","1308","1308","0.005123485298827291","0.0044236439280211926","0.005985265597701073","1308","1308","1308","0.002451571880374104","0.0015711510786786675","0.0032013817690312862"
"623","1310","1310","1310","0.0053848545532673596","0.0039016753435134888","0.006451008375734091","1310","1310","1310","0.002695476054213941","0.002115814480930567","0.003151788143441081"
"624","1312","1312","1312","0.005140401539392769","0.0038715109694749117","0.0062354207038879395","1312","1312","1312","0.002393551846034825","0.0020146225579082966","0.002771770115941763"
"625","1314","1314","1314","0.0052648751065135","0.004386599175632","0.0065342397429049015","1314","1314","1314","0.0024837277363985778","0.0015983814373612404","0.003595832735300064"
"626","1316","1316","1316","0.005160931823775172","0.004294783808290958","0.0062291887588799","1316","1316","1316","0.0025418025441467764","0.0017107538878917694","0.003451511962339282"
"627","1318","1318","1318","0.005142270028591156","0.003901469986885786","0.006151769310235977","1318","1318","1318","0.002514436771161854","0.002122733509168029","0.0030832632910460234"
"628","1320","1320","1320","0.005327259935438633","0.003705175593495369","0.0063939886167645454","1320","1320","1320","0.002438813913613558","0.00129979127086699","0.003241370664909482"
"629","1322","1322","1322","0.0052320003975182775","0.004098859149962664","0.006052832119166851","1322","1322","1322","0.0025018123094923796","0.001667724340222776","0.003889962565153837"
"630","1325","1325","1325","0.005062589561566711","0.003845966886729002","0.005829541943967342","1325","1325","1325","0.0024428123142570257","0.0020719480235129595","0.002983031328767538"
"631","1327","1327","1327","0.0053436266724020244","0.00426460150629282","0.006878895219415426","1327","1327","1327","0.0026360885240137577","0.0020255763083696365","0.0035241316072642803"
"632","1329","1329","1329","0.005311118718236685","0.004656726960092783","0.006752451416105032","1329","1329","1329","0.0025560140842571855","0.0020617092959582806","0.0032128156162798405"
"633","1331","1331","1331","0.0054556919727474455","0.0042129261419177055","0.007129920180886984","1331","1331","1331","0.0026567133842036127","0.0015589639078825712","0.0037446271162480116"
"634","1333","1333","1333","0.005903425207361579","0.004155865404754877","0.007829351350665092","1333","1333","1333","0.0027912501012906433","0.002069249050691724","0.0036001645494252443"
"635","1335","1335","1335","0.0050004182383418085","0.003939666785299778","0.00622588861733675","1335","1335","1335","0.002574321604333818","0.0018093904945999384","0.003742001950740814"
"636","1337","1337","1337","0.005265118042007089","0.004812769591808319","0.006105216220021248","1337","1337","1337","0.002725518972147256","0.0017754428554326296","0.0038689919747412205"
"637","1339","1339","1339","0.0049917508848011495","0.004171926993876696","0.005882898345589638","1339","1339","1339","0.002385218592826277","0.001591724925674498","0.003192577976733446"
"638","1341","1341","1341","0.0052251644898206","0.0040187411941587925","0.006359107792377472","1341","1341","1341","0.0024393111816607416","0.0017344761872664094","0.0033519119024276733"
"639","1343","1343","1343","0.005360693437978625","0.0037838290445506573","0.00612527783960104","1343","1343","1343","0.002735408884473145","0.0013265579473227262","0.004337560385465622"
"640","1346","1346","1346","0.005734884180128574","0.00453112181276083","0.007574661169201136","1346","1346","1346","0.0028143768315203486","0.0018857683753594756","0.0042467787861824036"
"641","1348","1348","1348","0.0061186389066278934","0.0051129283383488655","0.008292503654956818","1348","1348","1348","0.0027496904833242295","0.0021129476372152567","0.003578171133995056"
"642","1350","1350","1350","0.005831459863111376","0.0042851087637245655","0.007303248159587383","1350","1350","1350","0.0026776888174936176","0.0019750355277210474","0.003854315262287855"
"643","1352","1352","1352","0.0054802582133561374","0.004310183692723513","0.006628031376749277","1352","1352","1352","0.0025517495581880213","0.0016504256054759026","0.0034370324574410915"
"644","1354","1354","1354","0.005605825735256076","0.004321940243244171","0.006181264296174049","1354","1354","1354","0.0025898265885189176","0.002033670898526907","0.003259954508394003"
"645","1356","1356","1356","0.005503473477438093","0.004883261397480965","0.006299400236457586","1356","1356","1356","0.0025072897667996587","0.0019457632442936301","0.002934500575065613"
"646","1358","1358","1358","0.005540690338239074","0.004395483992993832","0.006742426194250584","1358","1358","1358","0.0027800188865512608","0.002206979086622596","0.003645535558462143"
"647","1360","1360","1360","0.005072917696088553","0.004417125601321459","0.006260732654482126","1360","1360","1360","0.0024535348056815565","0.0016520960489287972","0.003152684774249792"
"648","1362","1362","1362","0.00519858980551362","0.004055540077388287","0.006525377277284861","1362","1362","1362","0.0028641467681154607","0.0017616029363125563","0.003858376294374466"
"649","1364","1364","1364","0.004914493300020695","0.004143126308917999","0.005915413610637188","1364","1364","1364","0.0023907034657895563","0.0018684975802898407","0.0029359895270317793"
"650","1367","1367","1367","0.005172381037846207","0.004049195908010006","0.006339791230857372","1367","1367","1367","0.002515957842115313","0.0014753466239199042","0.004285731352865696"
"651","1369","1369","1369","0.005303014721721411","0.004301631823182106","0.006731357425451279","1369","1369","1369","0.0025417742901481686","0.0012566300574690104","0.003853997215628624"
"652","1371","1371","1371","0.005934680392965674","0.004770827945321798","0.007226292043924332","1371","1371","1371","0.002978987479582429","0.00209851935505867","0.00473801838234067"
"653","1373","1373","1373","0.005337398126721382","0.00471282284706831","0.005833850242197514","1373","1373","1373","0.0027599370572716","0.0020148290786892176","0.0033938116393983364"
"654","1375","1375","1375","0.0051843188237398865","0.004435245878994465","0.006270849611610174","1375","1375","1375","0.0024259483208879827","0.0019270593766123056","0.003331746906042099"
"655","1377","1377","1377","0.00504337353631854","0.00410106685012579","0.006555785890668631","1377","1377","1377","0.002407833863981068","0.0016113925958052278","0.0031946294475346804"
"656","1379","1379","1379","0.005339299654588103","0.004357972182333469","0.007183964364230633","1379","1379","1379","0.002752630284521729","0.001937796943821013","0.0035696751438081264"
"657","1381","1381","1381","0.005224417243152857","0.004438414704054594","0.005645085126161575","1381","1381","1381","0.002803712524473667","0.002040116349235177","0.0036279738415032625"
"658","1383","1383","1383","0.004908612603321672","0.0037400361616164446","0.005872552283108234","1383","1383","1383","0.0024801624822430313","0.0017752072308212519","0.0038968503940850496"
"659","1385","1385","1385","0.00516241961158812","0.004107809159904718","0.005985063500702381","1385","1385","1385","0.002729847840964794","0.002202715026214719","0.003367016790434718"
"660","1388","1388","1388","0.005141695868223906","0.0038264920003712177","0.006878370884805918","1388","1388","1388","0.002734121913090348","0.002211323007941246","0.0032942388206720352"
"661","1390","1390","1390","0.005010559549555182","0.0041231620125472546","0.006471776869148016","1390","1390","1390","0.0024033732479438186","0.0017471883911639452","0.0031259364914149046"
"662","1392","1392","1392","0.004784556920640171","0.003850088221952319","0.005711107049137354","1392","1392","1392","0.0025876107858493922","0.0019926924724131823","0.0034495152067393064"
"663","1394","1394","1394","0.005293407570570707","0.003986839670687914","0.006222651340067387","1394","1394","1394","0.0029587403172627092","0.002158297458663583","0.0037882085889577866"
"664","1396","1396","1396","0.005088023515418172","0.0044989753514528275","0.005916711874306202","1396","1396","1396","0.0026967595680616797","0.0017481012037023902","0.0035917689092457294"
"665","1398","1398","1398","0.004884147644042968","0.003998622298240662","0.005769982468336821","1398","1398","1398","0.0025847072480246424","0.002065184060484171","0.0037860118318349123"
"666","1400","1400","1400","0.00488913906738162","0.004088587127625942","0.0059359013102948666","1400","1400","1400","0.002445525990333408","0.0017984712030738592","0.003269196255132556"
"667","1402","1402","1402","0.004944126168265939","0.004452784080058336","0.005958852358162403","1402","1402","1402","0.0023751304368488492","0.0013661913108080626","0.0035982176195830107"
"668","1404","1404","1404","0.0053571751806885","0.004226231016218662","0.006571539677679539","1404","1404","1404","0.0027466196217574177","0.0019105126848444343","0.003449468407779932"
"669","1406","1406","1406","0.005423887493088841","0.004332606680691242","0.00707633700221777","1406","1406","1406","0.0023465776816010476","0.0018668847624212503","0.0031877595465630293"
"670","1409","1409","1409","0.0051419108640402555","0.003372777719050646","0.006837139371782541","1409","1409","1409","0.002285446075256914","0.0016509834676980972","0.003325927536934614"
"671","1411","1411","1411","0.0052341360598802565","0.0034178816713392735","0.006589931435883045","1411","1411","1411","0.0024158825515769424","0.0018744546687230468","0.003201047657057643"
"672","1413","1413","1413","0.005178301362320781","0.003956305328756571","0.006708105560392141","1413","1413","1413","0.0026751178200356664","0.001695015816949308","0.004165866412222385"
"673","1415","1415","1415","0.004622622206807136","0.0037117216270416975","0.005632149986922741","1415","1415","1415","0.002272175159305334","0.001239182660356164","0.003048048121854663"
"674","1417","1417","1417","0.0046893707010895016","0.0037013720721006393","0.005298709496855736","1417","1417","1417","0.002358636341523379","0.0013624492567032576","0.003629896091297269"
"675","1419","1419","1419","0.005252852290868759","0.004393928684294224","0.007016500923782587","1419","1419","1419","0.0024923246121034024","0.0020861681550741196","0.0033043120056390762"
"676","1421","1421","1421","0.00492126930039376","0.0035194731317460537","0.005997210741043091","1421","1421","1421","0.0023564472678117452","0.0015173630090430379","0.0030783838592469692"
"677","1423","1423","1423","0.005027120211161673","0.0038846663665026426","0.005472742952406406","1423","1423","1423","0.0025390264810994266","0.0016965975519269705","0.0033315811306238174"
"678","1425","1425","1425","0.005220609018579125","0.0037016142159700394","0.006522664334625006","1425","1425","1425","0.0023632905445992946","0.0020837592892348766","0.00278265867382288"
"679","1427","1427","1427","0.004895446822047234","0.003086391370743513","0.005861284676939249","1427","1427","1427","0.0023570205201394858","0.0013465831289067864","0.0028441278263926506"
"680","1430","1430","1430","0.005250333715230227","0.004494843538850546","0.005943708587437868","1430","1430","1430","0.002610567701049149","0.001727177994325757","0.00367097370326519"
"681","1432","1432","1432","0.004856266221031547","0.0039835297502577305","0.005576233379542828","1432","1432","1432","0.0023571881698444485","0.0018626407254487276","0.0031627784483134747"
"682","1434","1434","1434","0.0049152668099850414","0.004179066978394985","0.006329081021249294","1434","1434","1434","0.002402220596559346","0.002006880007684231","0.003195586847141385"
"683","1436","1436","1436","0.004901461070403457","0.004115962889045477","0.006013139151036739","1436","1436","1436","0.0022017458686605096","0.001509959576651454","0.0028287319000810385"
"684","1438","1438","1438","0.004942637775093317","0.003689192235469818","0.006861804518848658","1438","1438","1438","0.002270435425452888","0.0016048116376623511","0.0027811932377517223"
"685","1440","1440","1440","0.005202510999515653","0.004216945264488459","0.006453873123973608","1440","1440","1440","0.0022573732188902796","0.00173807458486408","0.00272203516215086"
"686","1442","1442","1442","0.0050913500366732475","0.0038450739812105894","0.006258686538785696","1442","1442","1442","0.0025595613988116384","0.0018997855950146914","0.0036931349895894527"
"687","1444","1444","1444","0.0051983952522277836","0.003920981660485268","0.006358443293720484","1444","1444","1444","0.0023643903783522545","0.0018627280369400978","0.0032818459440022707"
"688","1446","1446","1446","0.004977130889892578","0.004445048980414867","0.0060818069614470005","1446","1446","1446","0.002300024265423417","0.001694054575636983","0.002810981823131442"
"689","1448","1448","1448","0.004967419477179646","0.0039883446879684925","0.006031262222677469","1448","1448","1448","0.002265108423307538","0.0015190097037702799","0.0033056088723242283"
