run_id,epoch,model,val/Accuracy/dataloader_idx_0,val/Accuracy/dataloader_idx_1,val/Accuracy/dataloader_idx_2
ydipcc7w,989,explicit-mlp,0.8606667518615723,0.7841666340827942,0.7530972361564636
nj884h9d,989,explicit-mlp,0.862125039100647,0.7801111340522766,0.7556805610656738
zgqlia96,989,explicit-mlp,0.856291651725769,0.7786805629730225,0.7551528215408325
c8n80zfh,989,explicit-mlp,0.8598334193229675,0.7790278196334839,0.7521666884422302
0bh7xz1k,989,explicit-mlp,0.8575834035873413,0.7772500514984131,0.7523750066757202
x96cwnut,989,explicit-transformer,0.8832778334617615,0.8088334202766418,0.7861389517784119
8kw11lnh,989,explicit-transformer,0.8808889389038086,0.8076528310775757,0.7887500524520874
w6057f6g,989,explicit-transformer,0.8824861645698547,0.8116111159324646,0.7874166965484619
jkcmsxwn,989,explicit-transformer,0.8834444284439087,0.8118889331817627,0.7878889441490173
0gl2luik,989,explicit-transformer,0.8809444904327393,0.8093056082725525,0.7872084379196167
b7chcheh,990,implicit,0.9211944937705994,0.8602222204208374,0.8405972719192505
ex94co79,990,implicit,0.9232084155082703,0.8613055944442749,0.842013955116272
5fg93guy,990,implicit,0.9223611354827881,0.8589722514152527,0.8401805758476257
2x34aboo,990,implicit,0.9216389656066895,0.8612639307975769,0.8411250114440918
rlzmg4ib,990,implicit,0.9224167466163635,0.8590695261955261,0.8395833969116211
