run_id,epoch,model,val/iid_MSE,val/far_MSE,val/wide_MSE
hhuaq9wz,739,explicit-mlp,0.010708648711442947,0.018923169001936913,0.2578499913215637
6bqxur8s,573,explicit-transformer,0.010669596493244171,0.018062343820929527,0.43985992670059204
6j09qqd1,573,explicit-transformer,0.010711628012359142,0.017898134887218475,0.4392460286617279
wrzfydpj,984,implicit,0.01060796994715929,0.016355540603399277,0.36738020181655884
dy25uuvt,984,implicit,0.010709751397371292,0.014774537645280361,0.3650287687778473
8ky6wewo,984,implicit,0.010786870494484901,0.018928509205579758,0.37182819843292236
tuln1at4,984,implicit,0.011016394942998886,0.01963099092245102,0.37519538402557373
