run_id,epoch,model,val/Accuracy/dataloader_idx_0,val/Accuracy/dataloader_idx_1,val/Accuracy/dataloader_idx_2
svsf4pis,999,explicit-mlp,0.9629583954811096,0.9667777419090271,0.9611527919769287
2a2trx74,999,explicit-mlp,0.9638888835906982,0.9672084450721741,0.9627500176429749
4iv2db7n,999,explicit-mlp,0.964263916015625,0.9679028391838074,0.9622917771339417
pqkny733,999,explicit-mlp,0.9631944894790649,0.9676527976989746,0.9631666541099548
pnws2tfi,999,explicit-mlp,0.9645416736602783,0.9676111340522766,0.9608194828033447
zf5t72r1,793,explicit-transformer,0.9642778635025024,0.9667500257492065,0.9626805782318115
igrhzdrz,793,explicit-transformer,0.9650000333786011,0.9681527614593506,0.9643334150314331
uu8kl4nj,793,explicit-transformer,0.9644166827201843,0.9671666622161865,0.9634445309638977
9445ifgv,793,explicit-transformer,0.963763952255249,0.9666944742202759,0.9632083177566528
ygr4qfth,793,explicit-transformer,0.9639861583709717,0.9675000905990601,0.9633055925369263
66ksi213,868,imlicit,0.9658472537994385,0.9676111936569214,0.9631944894790649
9x5y2iyn,868,imlicit,0.9658750295639038,0.9686805605888367,0.9644722938537598
w5mv7q3z,868,imlicit,0.9660695195198059,0.9692084193229675,0.9643334150314331
n0y6v9ny,967,implicit,0.9661667346954346,0.9684305787086487,0.9637778401374817
1x6va9bm,967,implicit,0.9657222628593445,0.9686527848243713,0.9637361168861389
