run_id,epoch,model,val/Accuracy/dataloader_idx_0,val/Accuracy/dataloader_idx_1,val/Accuracy/dataloader_idx_2
yhjgj5op,74,explicit-mlp,0.7961944937705994,0.8055555820465088,0.7765416502952576
fqbhddyh,74,explicit-mlp,0.7987639307975769,0.8047084212303162,0.7755972743034363
clop5l9b,74,explicit-mlp,0.7971805930137634,0.8063472509384155,0.7716667056083679
oth63x7x,74,explicit-mlp,0.7986665964126587,0.8052778244018555,0.7784306406974792
okt9fn33,74,explicit-mlp,0.7966945171356201,0.8047916889190674,0.7694167494773865
hsc4ulwb,69,explicit-transformer,0.7976111173629761,0.8081250190734863,0.7898472547531128
asa7f560,69,explicit-transformer,0.7982361316680908,0.8095000386238098,0.7903055548667908
q2q1qhmw,69,explicit-transformer,0.7982361912727356,0.8077500462532043,0.7900277972221375
b3tolwvi,69,explicit-transformer,0.7994444966316223,0.8076250553131104,0.7905417084693909
3qe1c6cj,69,explicit-transformer,0.7983195185661316,0.8058473467826843,0.7906250357627869
1fdbp1zn,911,implicit,0.8036250472068787,0.8053334355354309,0.7861805558204651
3snw68ql,911,implicit,0.803277850151062,0.8065833449363708,0.7894861698150635
uvjqsb8k,911,implicit,0.8016250133514404,0.8060000538825989,0.784375011920929
pykyz53f,911,implicit,0.7988611459732056,0.7991111874580383,0.7888334393501282
bn3zvbas,911,implicit,0.8041111826896667,0.8086389303207397,0.7887500524520874
