run_id,epoch,model,context_style,kind_kwargs,val/iid_MSE,val/far_MSE,val/wide_MSE
a0ymxix8,989,explicit-aux-transformer,near,"{'fixed_freq': False, 'n_freq': 3}",0.012932962737977505,0.392188161611557,0.2359132468700409
q501dc78,989,explicit-aux-transformer,near,"{'fixed_freq': False, 'n_freq': 3}",0.010281811468303204,0.41143473982810974,0.23466026782989502
xftzfu82,989,explicit-aux-transformer,near,"{'fixed_freq': False, 'n_freq': 3}",0.012673385441303253,0.46405142545700073,0.25822439789772034
j5xrjr6x,989,explicit-aux-transformer,near,"{'fixed_freq': False, 'n_freq': 3}",0.0113848727196455,0.4027555584907532,0.24216888844966888
d7iq1y13,989,explicit-aux-transformer,near,"{'fixed_freq': False, 'n_freq': 3}",0.01289141084998846,0.4258337616920471,0.2505010962486267
5ygwscbt,924,explicit-aux-transformer,near,"{'fixed_freq': True, 'n_freq': 10}",0.014726240187883377,0.9453831315040588,0.6470781564712524
74n902ue,924,explicit-aux-transformer,near,"{'fixed_freq': True, 'n_freq': 10}",0.01791284792125225,1.2512834072113037,0.7158060073852539
smw9oo0l,924,explicit-aux-transformer,near,"{'fixed_freq': True, 'n_freq': 10}",0.012391685508191586,0.6871199011802673,0.6290506720542908
egb1ir2d,924,explicit-aux-transformer,near,"{'fixed_freq': True, 'n_freq': 10}",0.012190253473818302,0.6917417049407959,0.6352246999740601
ljcebb8w,924,explicit-aux-transformer,near,"{'fixed_freq': True, 'n_freq': 10}",0.013015720061957836,0.5630952715873718,0.621042013168335
jptygxlg,969,explicit-aux-transformer,near,"{'fixed_freq': True, 'n_freq': 3}",0.0005867787403985858,0.0024925426114350557,0.18109576404094696
bd23b24c,969,explicit-aux-transformer,near,"{'fixed_freq': True, 'n_freq': 3}",0.0004944552783854306,0.0029992316849529743,0.15927010774612427
exzx1ii2,969,explicit-aux-transformer,near,"{'fixed_freq': True, 'n_freq': 3}",0.0006829251069575548,0.0028206664137542248,0.16074025630950928
8d2pp0nf,969,explicit-aux-transformer,near,"{'fixed_freq': True, 'n_freq': 3}",0.00034599643549881876,0.0031943379435688257,0.1522568166255951
m2l2fby7,969,explicit-aux-transformer,near,"{'fixed_freq': True, 'n_freq': 3}",0.0009267989080399275,0.00782422162592411,0.16153767704963684
icmzs4y6,966,explicit-aux-transformer,same,"{'fixed_freq': False, 'n_freq': 3}",0.010932976379990578,0.30587849020957947,0.20375223457813263
