run_id,epoch,model,val/iid_MSE,val/far_MSE,val/wide_MSE
j4ybov4a,985,explicit-mlp,204.40492248535156,80.35358428955078,2148.981689453125
yzpamc1n,985,explicit-mlp,204.35272216796875,80.099609375,2171.91162109375
ou85yhs4,985,explicit-mlp,204.6862030029297,81.20308685302734,2182.14453125
u5dg4hip,985,explicit-mlp,205.04205322265625,80.13874816894531,2216.810302734375
jeuzwy4k,985,explicit-mlp,205.3123016357422,80.02029418945312,2162.02099609375
9bj5m9lu,993,explicit-transformer,195.98182678222656,74.81556701660156,3867.330810546875
1yjaq68d,993,explicit-transformer,196.93594360351562,75.22380065917969,4140.58203125
rz1olt1o,993,explicit-transformer,197.37872314453125,75.36723327636719,3158.885986328125
8tn4cgni,993,explicit-transformer,197.46078491210938,75.63672637939453,3442.284423828125
bt9s5su3,993,explicit-transformer,197.20913696289062,75.45038604736328,4331.02783203125
8lblr72y,799,implicit,181.41452026367188,70.29037475585938,2306.924072265625
seo7ywro,799,implicit,180.5316925048828,69.78459930419922,2260.96142578125
r55mzoci,799,implicit,181.66065979003906,70.06177520751953,2387.764892578125
z55kqva6,799,implicit,180.76971435546875,69.46129608154297,2310.883544921875
xqz48sol,799,implicit,180.65794372558594,69.18279266357422,2264.119140625
