run_id,epoch,model,val/iid_MSE,val/far_MSE,val/wide_MSE
ux2t3sod,985,explicit-known,0.05488889664411545,0.03349922597408295,0.3216393291950226
wkv80cmb,985,explicit-known,0.09754382073879242,0.053957682102918625,0.6617214679718018
sr91ilw8,985,explicit-known,0.08211605250835419,0.05531097576022148,0.45790624618530273
b8iqre4s,985,explicit-known,0.05269303172826767,0.03199857100844383,0.31147801876068115
sgjt07w9,985,explicit-known,0.05084563419222832,0.030435191467404366,0.3134348392486572
fn1ktf99,985,explicit-mlp,0.2710389494895935,0.152476504445076,27.68250846862793
cgreu8s5,985,explicit-mlp,0.24921299517154694,0.1341990828514099,26.833398818969727
wugd2vpa,985,explicit-mlp,0.31146517395973206,0.1771761029958725,26.891565322875977
tbszz462,985,explicit-mlp,0.2583152651786804,0.1370268613100052,25.335886001586914
e196hlsi,985,explicit-mlp,0.2449759691953659,0.1348564624786377,28.054927825927734
jvb3cr3p,976,explicit-transformer,0.05512859672307968,0.0332702212035656,12.0274076461792
t9q3yo94,976,explicit-transformer,0.07718202471733093,0.04473470151424408,13.730724334716797
hi1q29eg,976,explicit-transformer,0.12618525326251984,0.06421425938606262,12.718781471252441
q35kfltd,976,explicit-transformer,0.06475547701120377,0.03699389100074768,12.40929889678955
10shs3k0,976,explicit-transformer,0.06811036914587021,0.03663108870387077,12.06041431427002
ftprvrcv,586,implicit,0.06303943693637848,0.02755729854106903,16.25946807861328
ix8sk783,586,implicit,0.03312153369188309,0.018265018239617348,15.359892845153809
wxi48k51,586,implicit,0.044026732444763184,0.02299761027097702,17.139066696166992
vhof8fhr,586,implicit,0.05709584057331085,0.0262752752751112,16.49057388305664
ykyruffx,586,implicit,0.03562815114855766,0.021444467827677727,16.728235244750977
vkdetm03,444,known-latent,0.011165634728968143,0.010349059477448463,9.83932113647461
leiay3ml,444,known-latent,0.01071504969149828,0.010272113606333733,10.26037883758545
yhzqxw70,444,known-latent,0.011560357175767422,0.010513091459870338,9.353282928466797
lb2n8ucn,444,known-latent,0.01109157782047987,0.010322151705622673,8.751486778259277
yfv89hh3,444,known-latent,0.010766617022454739,0.010243959724903107,10.42285442352295
