run_id,epoch,model,val/iid_MSE,val/far_MSE,val/wide_MSE
oavtnqne,988,explicit-known,0.010695425793528557,0.013148166239261627,0.01329021342098713
qrvb85bx,988,explicit-known,0.010762582533061504,0.01296057179570198,0.012982259504497051
799w0vlc,988,explicit-known,0.010746787302196026,0.012948105111718178,0.013104284182190895
yv3segg4,988,explicit-known,0.010779839009046555,0.013305730186402798,0.013896331191062927
ua1xliwk,988,explicit-known,0.010786421597003937,0.013839869759976864,0.013969223015010357
8opjq0ru,477,explicit-mlp,0.011094199493527412,0.021999333053827286,0.2999606132507324
cbj00c4h,477,explicit-mlp,0.011042254976928234,0.01984577625989914,0.2833128273487091
r9xmnczq,477,explicit-mlp,0.01121736690402031,0.023478807881474495,0.2672105133533478
lx2y0ico,477,explicit-mlp,0.011185486800968647,0.019196031615138054,0.27768224477767944
l8z7tmjk,477,explicit-mlp,0.010857407003641129,0.02015298418700695,0.29651546478271484
ajvua5o3,798,explicit-transformer,0.01079551875591278,0.017414571717381477,0.4069373905658722
qh3kv81i,798,explicit-transformer,0.010897864587605,0.01876215450465679,0.4797446131706238
m63xew22,798,explicit-transformer,0.010972311720252037,0.01738860458135605,0.40003132820129395
rpc936ll,798,explicit-transformer,0.011278911493718624,0.020249206572771072,0.41325607895851135
16yraeyf,836,explicit_aux_tsf,0.011105590499937534,0.017865445464849472,0.40313059091567993
vl6ha9ru,836,explicit_aux_tsf,0.01087730098515749,0.017664896324276924,0.390768438577652
qhswadjt,836,explicit_aux_tsf,0.011126854456961155,0.01730656996369362,0.38101765513420105
sjeebqzp,836,explicit_aux_tsf,0.011167009361088276,0.020231682807207108,0.3733712136745453
s2q6tuwi,836,explicit_aux_tsf,0.011102074757218361,0.01736186072230339,0.40356025099754333
cyxizx0g,967,implicit,0.010905753821134567,0.02071976847946644,0.37589219212532043
ft0in4su,967,implicit,0.010661642998456955,0.019647179171442986,0.38701924681663513
hg9zty0r,967,implicit,0.01079271174967289,0.015578566119074821,0.37663766741752625
byxo8645,967,implicit,0.010987123474478722,0.017160864546895027,0.3785345256328583
ig3evt1d,967,implicit,0.010714167729020119,0.017971960827708244,0.36303454637527466
fyqvyb5t,507,known-latent,0.010283787734806538,0.013832069002091885,0.4438779652118683
yb905ua7,507,known-latent,0.010327694937586784,0.012383432127535343,0.4777166247367859
94h3m4gy,507,known-latent,0.010412567295134068,0.014362256973981857,0.39962613582611084
p97xdmp1,507,known-latent,0.01025465875864029,0.013717183843255043,0.5106356143951416
w7p2mw2z,507,known-latent,0.010363896377384663,0.01436956599354744,0.46294352412223816
