run_id,epoch,model,val/iid_MSE,val/far_MSE,val/wide_MSE
rjmlm29a,929,explicit-aux-transformer,0.0012212904402986169,0.028617247939109802,0.370196133852005
jfloxiya,929,explicit-aux-transformer,0.00021287030540406704,0.0038322110194712877,0.4015301764011383
aosvuybi,929,explicit-aux-transformer,0.0002490570186637342,0.0022851997055113316,0.3812257945537567
ek2dty7o,929,explicit-aux-transformer,0.0007806648500263691,0.01138331089168787,0.3517210781574249
b3hjm799,929,explicit-aux-transformer,0.0003636511682998389,0.00694944616407156,0.3386244475841522
hj2uvkdg,996,explicit-mlp,0.0002705992665141821,0.007685489486902952,0.1686927080154419
xc267s97,996,explicit-mlp,0.0008923043496906757,0.0038159452378749847,0.1776355803012848
ha2ctra0,996,explicit-mlp,0.0003660161164589226,0.003177856793627143,0.17153973877429962
at8apdz5,996,explicit-mlp,0.0003409620840102434,0.002653208328410983,0.13543486595153809
4mx0mdnl,996,explicit-mlp,0.00032420025672763586,0.0027958410792052746,0.1391400545835495
l52rjk52,932,explicit-transformer,0.0007224021828733385,0.022827433422207832,0.4253014326095581
kny81s8j,932,explicit-transformer,0.0003506519424263388,0.0049032848328351974,0.3976265788078308
bc5f7mwo,932,explicit-transformer,0.00045268566464073956,0.003375115804374218,0.3914332091808319
59kbsglx,932,explicit-transformer,0.0005794836906716228,0.00822880957275629,0.2950133681297302
rxewcimg,932,explicit-transformer,0.0002570781216491014,0.0067899939604103565,0.28652235865592957
