run_id,epoch,model,val/iid_MSE,val/far_MSE,val/wide_MSE
71ziqdfd,996,explicit-known,0.010699773207306862,0.012316380627453327,0.01255499105900526
9ibe65g5,996,explicit-known,0.010629294440150261,0.0122393062338233,0.012527567334473133
kmmzlr0g,996,explicit-known,0.01077322382479906,0.013393460772931576,0.013645936734974384
zuwwovun,996,explicit-known,0.010846251621842384,0.012990038841962814,0.013429556973278522
lz374fbd,996,explicit-known,0.010784042067825794,0.013327909633517265,0.013266758993268013
oelhfs0l,914,explicit-mlp,0.011175737716257572,0.01902608945965767,0.19794102013111115
yooyd679,914,explicit-mlp,0.010825040750205517,0.016423391178250313,0.18783602118492126
vjmz4zmm,914,explicit-mlp,0.011001992970705032,0.015370380133390427,0.20282228291034698
u04rbfe5,914,explicit-mlp,0.011704165488481522,0.014918006025254726,0.15111228823661804
pyxgu5y7,914,explicit-mlp,0.010802491568028927,0.014840413816273212,0.19191616773605347
etj0c55t,616,explicit-transformer,0.010868474841117859,0.016277363523840904,0.4186144173145294
adjvdxx9,616,explicit-transformer,0.010924349538981915,0.01746286451816559,0.4177578389644623
h5u83pov,616,explicit-transformer,0.011702218092978,0.02017666958272457,0.4458785951137543
zsci515n,616,explicit-transformer,0.01104600541293621,0.01854315586388111,0.4044661819934845
rzslmv1x,616,explicit-transformer,0.011052710935473442,0.018162250518798828,0.46022480726242065
3g6vp2p7,373,explicit_aux_tsf,0.010944148525595665,0.017997564747929573,0.4303153157234192
in1q8maz,373,explicit_aux_tsf,0.010953652672469616,0.020298033952713013,0.513099730014801
zjwoc07q,373,explicit_aux_tsf,0.011258282698690891,0.021983036771416664,0.4353083670139313
w599aknj,373,explicit_aux_tsf,0.010857549495995045,0.018697917461395264,0.4192674160003662
17sbgpk7,373,explicit_aux_tsf,0.01080698799341917,0.019042693078517914,0.4521746337413788
f1b1agd1,583,implicit,0.010707336477935314,0.01814066246151924,0.34903764724731445
0n4ynws4,583,implicit,0.01080672349780798,0.014860673807561398,0.368019163608551
303oa6aa,583,implicit,0.010924660600721836,0.02076316438615322,0.3737133741378784
v1n7w2k3,583,implicit,0.010702726431190968,0.018302014097571373,0.37851762771606445
xiw0fcsr,583,implicit,0.010690927505493164,0.015978550538420677,0.3571506142616272
51a12t45,966,known-latent,0.010251114144921303,0.01233743131160736,0.37859871983528137
wo69p7gf,966,known-latent,0.010324777103960514,0.01231237780302763,0.48305898904800415
bpi4tkl3,966,known-latent,0.010259557515382767,0.012171213515102863,0.4170238673686981
l6khfjwg,966,known-latent,0.01056586392223835,0.015801595523953438,0.3865533769130707
ncsmr8j2,966,known-latent,0.010250234045088291,0.014039249159395695,0.37541502714157104
