run_id,epoch,model,val/Accuracy/dataloader_idx_0,val/Accuracy/dataloader_idx_1,val/Accuracy/dataloader_idx_2
o2fblzdo,996,explicit-mlp,0.4240555763244629,0.43876394629478455,0.40088894963264465
8vpfvhmp,996,explicit-mlp,0.4193611443042755,0.43298614025115967,0.3979722559452057
mmn7w1fp,996,explicit-mlp,0.436916708946228,0.44991669058799744,0.4025694727897644
crxxnm4l,996,explicit-mlp,0.4421805739402771,0.4537777900695801,0.4124166965484619
pwubdk1d,996,explicit-mlp,0.45387503504753113,0.4638194739818573,0.42484724521636963
l1iu7imd,999,explicit-transformer,0.42193055152893066,0.4369722604751587,0.40227779746055603
yetrc22e,999,explicit-transformer,0.45193058252334595,0.4632778465747833,0.42600002884864807
0srq8myr,999,explicit-transformer,0.4596250355243683,0.471847265958786,0.42694446444511414
lq23vkfm,999,explicit-transformer,0.43222224712371826,0.4481527805328369,0.4022778272628784
6puz1v7x,999,explicit-transformer,0.45806950330734253,0.46937501430511475,0.4162639379501343
007q9fwj,939,implicit,0.5045278072357178,0.5153334140777588,0.48544448614120483
xmxdjlm4,939,implicit,0.5039583444595337,0.5145277976989746,0.48415279388427734
ppg6bals,939,implicit,0.5035139322280884,0.5149305462837219,0.4852639436721802
u4cgpllw,939,implicit,0.5040695071220398,0.51500004529953,0.48483335971832275
mk8xjn7x,939,implicit,0.5040555596351624,0.5156389474868774,0.4859444797039032
