run_id,epoch,model,val/iid_MSE,val/far_MSE,val/wide_MSE
jwj3tsvw,999,explicit-mlp,1776.32958984375,387.21337890625,19756.345703125
f7yz0lsq,999,explicit-mlp,1904.4022216796875,418.4563293457031,20780.32421875
e8hil3kc,999,explicit-mlp,1683.977294921875,384.4478454589844,19362.720703125
lkh4gy3o,999,explicit-mlp,1836.2694091796875,403.9176025390625,20207.736328125
mb20ay87,999,explicit-mlp,1682.60791015625,389.7721252441406,19910.80078125
da0e0azk,985,explicit-transformer,1588.24267578125,295.68292236328125,17102.6796875
0nm1ix5m,985,explicit-transformer,1582.602294921875,314.6739501953125,16867.544921875
rf6tp0p7,985,explicit-transformer,1596.111328125,352.80279541015625,17304.28515625
yfziup9g,985,explicit-transformer,1598.4124755859375,336.6833801269531,23022.921875
e8k5ie74,985,explicit-transformer,1581.69677734375,285.2900085449219,16628.255859375
89n3nwy3,993,implicit,1555.4197998046875,296.3438720703125,15903.5400390625
ewior1ie,993,implicit,1527.3883056640625,228.15945434570312,15249.6708984375
xa0z4sko,993,implicit,1552.908935546875,234.00599670410156,16507.71875
ap9cijil,993,implicit,1696.2042236328125,524.9013671875,18316.21484375
htba00ih,993,implicit,1525.507568359375,243.4330596923828,15730.69921875
