run_id,epoch,model,val/iid_MSE,val/far_MSE,val/wide_MSE
w8p0i0mp,604,explicit-aux-transformer,0.0006496969726867974,0.02470027282834053,0.4900364577770233
9gpg8cfg,604,explicit-aux-transformer,0.0002722164208535105,0.005548497661948204,0.48158973455429077
tuowxjfl,604,explicit-aux-transformer,0.0003490237286314368,0.0026999698020517826,0.35810139775276184
y3w0vpaa,604,explicit-aux-transformer,0.0008981272694654763,0.010493330657482147,0.42265403270721436
6btjo4q0,604,explicit-aux-transformer,0.00031419494189321995,0.01075025461614132,0.387599378824234
754z8a9l,985,explicit-mlp,0.0004691157373599708,0.00340564688667655,0.1813272088766098
18szisyr,985,explicit-mlp,0.0004501904477365315,0.002511806320399046,0.2463400661945343
qbwuahhn,985,explicit-mlp,0.0002662218757905066,0.001298074726946652,0.224579319357872
tvyea4af,985,explicit-mlp,0.00043449009535834193,0.0031884757336229086,0.2032071352005005
5d9nhbm1,985,explicit-mlp,0.0005566489417105913,0.003484521061182022,0.18834146857261658
3djrw2is,812,explicit-transformer,0.0006828766199760139,0.0227188877761364,0.4205178916454315
zgdcz5u9,812,explicit-transformer,0.0005756024038419127,0.0077948966063559055,0.4361392557621002
n5u8xx8o,812,explicit-transformer,0.000526733638253063,0.0031798086129128933,0.3258577287197113
0ba5y9d4,812,explicit-transformer,0.0007149681332521141,0.010490421205759048,0.3218570053577423
zvgfsyx8,812,explicit-transformer,0.000542175373993814,0.010472282767295837,0.3272465765476227
