run_id,epoch,model,val/Accuracy/dataloader_idx_0,val/Accuracy/dataloader_idx_1,val/Accuracy/dataloader_idx_2
9pn62edb,990,explicit-known,0.6983055472373962,0.6889722943305969,0.6856111288070679
41qd820u,990,explicit-known,0.7019028067588806,0.6878750324249268,0.6863333582878113
iomh3syh,990,explicit-known,0.698138952255249,0.6875417232513428,0.6860834360122681
wc25fo8k,990,explicit-known,0.699055552482605,0.6887639760971069,0.6863750219345093
t8x69xvx,990,explicit-known,0.698722243309021,0.6886250376701355,0.6841389536857605
px7et4cb,995,explicit-mlp,0.6976389288902283,0.6841528415679932,0.6867917776107788
qywvc80w,995,explicit-mlp,0.6992223262786865,0.6860278248786926,0.6885694861412048
pbrzre99,995,explicit-mlp,0.7001389265060425,0.6875000596046448,0.6875972747802734
9ayw84yw,995,explicit-mlp,0.6982361078262329,0.6886666417121887,0.687416672706604
pfsjfz7r,995,explicit-mlp,0.6982916593551636,0.6886389255523682,0.685972273349762
hyprfzpd,951,explicit-transformer,0.7046111226081848,0.7045139670372009,0.6968473196029663
9y7ozab2,951,explicit-transformer,0.7041110992431641,0.7046527862548828,0.694902777671814
4ew8nei4,951,explicit-transformer,0.7044722437858582,0.7035972476005554,0.6948333978652954
mpuqbu8l,951,explicit-transformer,0.7037777900695801,0.7039722800254822,0.6967639327049255
xz8gr3fq,951,explicit-transformer,0.7044166922569275,0.7040277719497681,0.6974166631698608
94a05u03,917,explicit_aux_tsf,0.7043472528457642,0.7054305672645569,0.6926389336585999
4a45ivdb,917,explicit_aux_tsf,0.7047917246818542,0.7051666975021362,0.6928333640098572
vj2qp299,917,explicit_aux_tsf,0.7065000534057617,0.705750048160553,0.6919861435890198
i83f8t4o,917,explicit_aux_tsf,0.7060972452163696,0.7057222723960876,0.6933194994926453
ly0kk5uh,917,explicit_aux_tsf,0.7065833806991577,0.7075139284133911,0.6965000033378601
lpzeit25,970,implicit,0.7081666588783264,0.6987500190734863,0.6976110935211182
jguk1a1g,970,implicit,0.7055416703224182,0.6967917084693909,0.6915695071220398
oun87i72,970,implicit,0.7090973258018494,0.706486165523529,0.7044721841812134
qj3v7hyu,970,implicit,0.7035139203071594,0.6933055520057678,0.6868472695350647
tgadgz4s,970,implicit,0.7082083225250244,0.697319507598877,0.6941250562667847
c29pyeb7,985,known-latent,0.9874027967453003,0.9825277328491211,0.9344861507415771
gojq6gqd,985,known-latent,0.986916720867157,0.9821944236755371,0.9389305710792542
p9rwwcwk,985,known-latent,0.9878472685813904,0.9829861521720886,0.9352500438690186
tzoo2kyq,985,known-latent,0.9885834455490112,0.9835139513015747,0.944444477558136
mgc51ej8,985,known-latent,0.9866389632225037,0.9812362194061279,0.9312500357627869
