run_id,epoch,model,val/iid_MSE,val/far_MSE,val/wide_MSE
vlu218tm,837,explicit-aux-transformer,0.000930161913856864,0.026457207277417183,0.43975579738616943
4unwr770,837,explicit-aux-transformer,0.0005246298387646675,0.0037003709003329277,0.41284218430519104
xe8iz5x2,837,explicit-aux-transformer,0.00032964214915409684,0.00167506851721555,0.351758748292923
9ap74rww,837,explicit-aux-transformer,0.0005539529374800622,0.008646950125694275,0.4082443118095398
hh21ks2d,837,explicit-aux-transformer,0.0002112097427016124,0.007879308424890041,0.325108140707016
a94li51l,992,explicit-mlp,0.00022851914400234818,0.0020237420685589314,0.16315166652202606
fv0xcrjj,992,explicit-mlp,0.000222609713091515,0.0012388870818540454,0.2083982229232788
s22o6gmy,992,explicit-mlp,0.00039288378320634365,0.0015869984636083245,0.21960574388504028
v1lk1o84,992,explicit-mlp,0.0003378826950211078,0.001318580936640501,0.19434836506843567
rtanks2m,992,explicit-mlp,0.00037501013139262795,0.0023686925414949656,0.19093038141727448
dpazo1jx,895,explicit-transformer,0.0010938853956758976,0.029564019292593002,0.417120099067688
ob8g6qvw,895,explicit-transformer,0.0005640119197778404,0.006247041746973991,0.47554752230644226
laww4cpv,895,explicit-transformer,0.0002229368401458487,0.0013297462137416005,0.33606863021850586
xt5gr52f,895,explicit-transformer,0.0005442826659418643,0.009683357551693916,0.37665727734565735
hjlsnzjc,895,explicit-transformer,0.00036824660492129624,0.009058238007128239,0.30176469683647156
