run_id,epoch,model,val/Accuracy/dataloader_idx_0,val/Accuracy/dataloader_idx_1,val/Accuracy/dataloader_idx_2
yrl5kx6e,782,explicit-mlp,0.33512502908706665,0.3416527807712555,0.33250001072883606
618fme79,782,explicit-mlp,0.3339444696903229,0.34287500381469727,0.3307083249092102
irhgdbi2,782,explicit-mlp,0.33563894033432007,0.34331947565078735,0.33148616552352905
kam0cajg,782,explicit-mlp,0.3360278010368347,0.34354168176651,0.331680566072464
7ntda2w0,782,explicit-mlp,0.335875004529953,0.34331947565078735,0.331930547952652
i1x09rtq,753,explicit-transformer,0.33395835757255554,0.3406805694103241,0.3301111161708832
d0bwne2j,753,explicit-transformer,0.33554166555404663,0.3434722423553467,0.33201390504837036
31g42zb5,753,explicit-transformer,0.33558332920074463,0.3427499830722809,0.3316667079925537
kud7j4fg,753,explicit-transformer,0.33622223138809204,0.3429444432258606,0.3325278162956238
zqqypiav,753,explicit-transformer,0.3349027931690216,0.343291699886322,0.3312222361564636
80km30o4,990,implicit,0.39065277576446533,0.3877500295639038,0.38147225975990295
ksn3b2q2,990,implicit,0.389902800321579,0.38744446635246277,0.3825972378253937
9ftumoqe,990,implicit,0.38979169726371765,0.38723617792129517,0.37458336353302
shwv5emy,990,implicit,0.3894583582878113,0.38676387071609497,0.37630555033683777
x9aabdnl,990,implicit,0.38890278339385986,0.38716670870780945,0.37929171323776245
