run_id,epoch,model,val/Accuracy/dataloader_idx_0,val/Accuracy/dataloader_idx_1,val/Accuracy/dataloader_idx_2
8ryjd3s2,999,explicit-mlp,0.14286112785339355,0.13070833683013916,0.10629166662693024
mg0z7zf5,999,explicit-mlp,0.14512500166893005,0.15173612534999847,0.1257222294807434
tufwurpr,999,explicit-mlp,0.16122223436832428,0.16312500834465027,0.1471666842699051
72pgl0zx,999,explicit-mlp,0.1471250057220459,0.15177777409553528,0.12423612177371979
tuvubyq8,999,explicit-mlp,0.14638888835906982,0.15125000476837158,0.1228611171245575
pwxywfe5,377,explicit-transformer,0.11994445323944092,0.14769446849822998,0.11161112040281296
cl25s9sw,377,explicit-transformer,0.119791679084301,0.14694446325302124,0.11105556041002274
qtur9xjo,377,explicit-transformer,0.11980555951595306,0.14573612809181213,0.11104167997837067
o9cysekp,377,explicit-transformer,0.1201111227273941,0.14556944370269775,0.11081945151090622
vw1rck90,377,explicit-transformer,0.1202361211180687,0.14641664922237396,0.11140278726816177
i0eiicrg,333,implicit,0.22208334505558014,0.21445833146572113,0.21812501549720764
wh5crueu,333,implicit,0.23616668581962585,0.2303750067949295,0.22923612594604492
j9rgckz6,333,implicit,0.23144446313381195,0.2189861238002777,0.22290277481079102
ryj85swd,333,implicit,0.22588887810707092,0.21365278959274292,0.21997223794460297
w6rfvdaq,333,implicit,0.21986111998558044,0.2007361203432083,0.21897223591804504
