"Name","State","Notes","User","Tags","Created","Runtime","Sweep","batch_size","context_style","dataset","kind","kind_kwargs","lr","max_context","min_context","model","noise","ood_styles","temperature","train_size","val_size","x_dim","y_dim","epoch","train/Accuracy","train/CE","train/MSE","train/w_MSE","trainer/global_step","val/Accuracy/dataloader_idx_0","val/Accuracy/dataloader_idx_1","val/Accuracy/dataloader_idx_2","val/CE/dataloader_idx_0","val/CE/dataloader_idx_1","val/CE/dataloader_idx_2","val/far_MSE","val/iid_MSE","val/w_loss/dataloader_idx_0","val/w_loss/dataloader_idx_1","val/w_loss/dataloader_idx_2","val/wide_MSE"
"explicit_tsf","finished","-","sarthmit","","2024-01-29T09:21:03.000Z","1458","","128","near","linear-classification","linear","","0.0001","128","16","explicit-transformer","","[""far"",""wide""]","0.1","1000","1000","2","2","999","0.965696394443512","0.08545277267694473","","0.5694993138313293","6999","0.9637916684150696","0.9660555124282836","0.9607916474342346","0.08760911226272583","0.08906876295804977","0.09855075180530548","","","0.5817247629165649","0.5634717345237732","0.5817247629165649",""
"explicit_tsf","finished","-","sarthmit","","2024-01-29T09:19:23.000Z","1432","","128","near","linear-classification","linear","","0.0001","128","16","explicit-transformer","","[""far"",""wide""]","0.1","1000","1000","2","2","999","0.9661391377449036","0.08297623693943024","","0.5865615010261536","6999","0.9646667242050172","0.9679722785949708","0.9644028544425964","0.08592567592859268","0.08774334192276001","0.09117810428142548","","","0.5805129408836365","0.5653219223022461","0.5805129408836365",""
"explicit_mlp","finished","-","sarthmit","","2024-01-29T09:08:59.000Z","712","","128","near","linear-classification","linear","","0.0001","128","16","explicit-mlp","","[""far"",""wide""]","0.1","1000","1000","2","2","999","0.9655968546867372","0.08651507645845413","","0.5966189503669739","6999","0.9629305601119996","0.9665416479110718","0.962527871131897","0.08936910331249237","0.09105157107114792","0.09860971570014954","","","0.5792153477668762","0.5631111860275269","0.5792153477668762",""
"explicit_mlp","finished","-","sarthmit","","2024-01-29T09:07:50.000Z","682","","128","near","linear-classification","linear","","0.0001","128","16","explicit-mlp","","[""far"",""wide""]","0.1","1000","1000","2","2","999","0.962980329990387","0.08902577310800552","","0.6165329217910767","6999","0.961625039577484","0.9668055772781372","0.9619306325912476","0.09281425178050996","0.08758942782878876","0.09623398631811142","","","0.5783350467681885","0.5596106052398682","0.5783350467681885",""
"implicit","finished","-","sarthmit","","2024-01-29T08:26:45.000Z","2521","","128","near","linear-classification","linear","","0.0001","128","16","implicit","","[""far"",""wide""]","0.1","1000","1000","2","2","999","0.9664153456687928","0.08245178312063217","","","6999","0.9654167294502258","0.9685139656066896","0.9604445099830629","0.08330109715461731","0.07848674058914185","0.08924351632595062","","","","","",""
"implicit","finished","-","sarthmit","","2024-01-29T08:26:45.000Z","2452","","128","near","linear-classification","linear","","0.0001","128","16","implicit","","[""far"",""wide""]","0.1","1000","1000","2","2","999","0.965404450893402","0.08663006871938705","","","6999","0.9653195142745972","0.9676250219345092","0.9575834274291992","0.0837298333644867","0.0807710587978363","0.09250693023204803","","","","","",""
"explicit_tsf","finished","-","sarthmit","","2024-01-29T06:41:26.000Z","1617","","128","same","linear-classification","linear","","0.0001","128","16","explicit-transformer","","[""far"",""wide""]","0.1","1000","1000","2","2","999","0.9624177813529968","0.08986536413431168","","0.5687558054924011","6999","0.962902843952179","0.9647222757339478","0.9616389870643616","0.08966302126646042","0.08740606904029846","0.09271559119224548","","","0.5861810445785522","0.5659270286560059","0.5861810445785522",""
"explicit_tsf","finished","-","sarthmit","","2024-01-29T06:35:51.000Z","1433","","128","same","linear-classification","linear","","0.0001","128","16","explicit-transformer","","[""far"",""wide""]","0.1","1000","1000","2","2","999","0.9615439176559448","0.0926690325140953","","0.5876709818840027","6999","0.9621945023536682","0.9661389589309692","0.9635000228881836","0.08982838690280914","0.08643664419651031","0.09164755046367644","","","0.5795773863792419","0.5645512342453003","0.5795773863792419",""
"explicit_mlp","finished","-","sarthmit","","2024-01-29T06:28:09.000Z","786","","128","same","linear-classification","linear","","0.0001","128","16","explicit-mlp","","[""far"",""wide""]","0.1","1000","1000","2","2","999","0.9578885436058044","0.09925252199172974","","0.592534601688385","6999","0.9629583954811096","0.9667777419090272","0.9611527919769288","0.08943735808134079","0.08385960757732391","0.0937601700425148","","","0.5765812397003174","0.5598967671394348","0.5765812397003174",""
"explicit_mlp","finished","-","sarthmit","","2024-01-29T06:24:02.000Z","697","","128","same","linear-classification","linear","","0.0001","128","16","explicit-mlp","","[""far"",""wide""]","0.1","1000","1000","2","2","999","0.9607575535774232","0.09806571155786514","","0.6167359948158264","6999","0.9638888835906982","0.967208445072174","0.9627500176429749","0.08768076449632645","0.08384140580892563","0.09266432374715804","","","0.5787734389305115","0.5619843006134033","0.5787734389305115",""
