run_id,epoch,model,val/iid_MSE,val/far_MSE,val/wide_MSE
plgqupie,477,explicit-transformer,0.43391183018684387,12.74018383026123,44.625980377197266
zi46qk5r,44,explicit-transformer,5.62973165512085,88.76116943359375,130.95506286621094
zj6u2kal,673,explicit-transformer,0.264018177986145,8.531189918518066,37.39646530151367
695w9mgk,867,explicit-transformer,0.2066613733768463,5.568299293518066,30.437131881713867
xc5eg8m8,987,explicit-transformer,0.18934760987758636,5.24929666519165,28.69809341430664
1kxe578k,994,implicit,0.08617507666349411,4.0508904457092285,26.76896858215332
3hv1lnpj,992,implicit,0.08788209408521652,4.198020935058594,27.047014236450195
uappwtum,963,implicit,0.08373063057661057,3.9552934169769287,25.817913055419922
v7ttjbau,844,implicit,0.10304251313209534,4.886167526245117,29.00806999206543
addbbpw4,993,implicit,0.08001760393381119,4.097972869873047,26.270719528198242
b0cvtzpd,137,explicit-transformer,1.9983463287353516,44.34918975830078,88.25265502929688
i61jdrrw,107,explicit-transformer,2.437715768814087,52.40203857421875,94.65514373779297
6lj5c7qc,282,explicit-transformer,0.8373491168022156,22.55131721496582,60.060264587402344
5io5e99v,482,explicit-transformer,0.4111548960208893,12.567109107971191,45.02653884887695
9v6ob12t,230,explicit-transformer,1.0365618467330933,25.99435043334961,64.49813842773438
k0z130er,957,explicit-mlp,0.16893495619297028,2.655226707458496,24.634191513061523
ylmecgzo,947,explicit-mlp,0.15913809835910797,2.5781712532043457,26.373075485229492
b7jra52n,438,explicit-mlp,0.3338221609592438,5.427717208862305,32.08736801147461
v7q9ck4z,991,explicit-mlp,0.15609370172023773,2.5971171855926514,25.324621200561523
xdv9yqbn,372,explicit-mlp,0.43241238594055176,7.001062393188477,36.41423797607422
9wkorxvn,311,implicit,0.5863963961601257,19.202556610107422,56.023189544677734
lauujbh4,98,implicit,2.513319969177246,54.58790588378906,98.18267822265625
1mcy3vgv,981,implicit,0.07787343859672546,3.897059917449951,26.345399856567383
u2rl2k36,375,implicit,0.39583978056907654,14.739849090576172,48.078582763671875
g0uvf713,994,implicit,0.08617507666349411,4.0508904457092285,26.76896858215332
9nisfs43,992,implicit,0.08788209408521652,4.198020935058594,27.047014236450195
pgkc3p8t,963,implicit,0.08373063057661057,3.9552934169769287,25.817913055419922
7uz2ry00,934,implicit,0.08258242905139923,4.1454176902771,26.553394317626953
