run_id,epoch,model,val/iid_MSE,val/far_MSE,val/wide_MSE
nd087mmu,992,explicit-mlp,0.010686018504202366,0.014805545099079609,0.2044040560722351
dng7819g,873,explicit-mlp,0.010687092319130898,0.015257629565894604,0.21791009604930878
6s4ddhr2,739,explicit-mlp,0.010708648711442947,0.018923169001936913,0.2578499913215637
7qgu637s,973,explicit-mlp,0.010620865039527416,0.013818570412695408,0.18345806002616882
5evnd4gz,853,explicit-mlp,0.01075032353401184,0.01779610849916935,0.24446134269237518
w413tcip,83,explicit-mlp,0.013511989265680313,0.0922417938709259,0.5269628763198853
gd2jat4y,0,explicit-mlp,1.4003353118896484,9.74670696258545,9.540740966796875
2x5yzdli,999,explicit-mlp,0.01074011716991663,0.015167043544352055,0.20413357019424438
2ntykdjc,137,explicit-mlp,0.011553221382200718,0.04858018457889557,0.43020015954971313
67wa7zeu,867,explicit-mlp,0.0106516657397151,0.017637966200709343,0.22285741567611694
mex3c6z2,573,explicit-transformer,0.010711628012359142,0.017898134887218475,0.4392460286617279
976zhfat,806,explicit-transformer,0.010723705403506756,0.015443257987499237,0.40391746163368225
4qfajqrm,194,explicit-transformer,0.01115658599883318,0.029118862003087997,0.6348789930343628
pr9xx6s4,667,explicit-transformer,0.010698025114834309,0.01621096394956112,0.4268883168697357
tw6uc7m5,365,explicit-transformer,0.010808860883116722,0.021029192954301834,0.5684686899185181
wrzfydpj,984,implicit,0.01060796994715929,0.016355540603399277,0.36738020181655884
dy25uuvt,974,implicit,0.010644307360053062,0.015703367069363594,0.3544681966304779
8ky6wewo,997,implicit,0.010677407495677471,0.01651075668632984,0.3760758638381958
8k21msg0,542,implicit,0.010874245315790176,0.026632633060216904,0.5978878140449524
tuln1at4,996,implicit,0.010651599615812302,0.018237890675663948,0.37861549854278564
6bqxur8s,573,explicit-transformer,0.010669596493244171,0.018062343820929527,0.43985992670059204
lweo9ahy,201,explicit-transformer,0.01105585414916277,0.025665748864412308,0.6363708972930908
6j09qqd1,573,explicit-transformer,0.010711628012359142,0.017898134887218475,0.4392460286617279
hyxuwd7r,340,explicit-transformer,0.010817077942192554,0.018160389736294746,0.48622363805770874
pi338bu6,90,explicit-transformer,0.011184126138687134,0.04992854222655296,0.898859977722168
a4aacpvf,19,explicit-transformer,0.02234584093093872,0.4073265492916107,1.7858871221542358
97nvfp6x,198,explicit-mlp,0.01152666937559843,0.040369968861341476,0.35728222131729126
cpdo75vl,302,explicit-mlp,0.010870690457522869,0.025992561131715775,0.29706889390945435
hhuaq9wz,739,explicit-mlp,0.010708648711442947,0.018923169001936913,0.2578499913215637
ixljm2o5,287,explicit-mlp,0.010871559381484985,0.026988379657268524,0.3324517607688904
jxxovjtp,663,explicit-mlp,0.010716279037296772,0.01737438701093197,0.2548982799053192
