run_id,epoch,model,val/iid_MSE,val/far_MSE,val/wide_MSE
h9q2x050,312.0,explicit-mlp,1970.9591064453125,698.9322509765625,20364.8046875
l5w9d63l,421.0,explicit-mlp,1974.349365234375,620.8594360351562,19838.404296875
6mii2fju,397.0,explicit-transformer,1580.1790771484375,499.7064514160156,17103.08203125
lnp8xpjd,339.0,explicit-transformer,1579.607421875,530.63134765625,17212.142578125
n927zap3,601.0,explicit-transformer,1608.24462890625,560.120361328125,17896.138671875
q97yu9yl,559.0,explicit-transformer,1596.99462890625,556.52392578125,17526.33203125
6slopi03,871.0,explicit-transformer,1576.70068359375,508.47406005859375,17965.7109375
t0pvno38,578.0,explicit-mlp,1894.4940185546875,633.0709228515625,19260.576171875
a7c5wjv5,380.0,explicit-mlp,1897.923583984375,652.1226806640625,19433.806640625
nuwhcv87,396.0,explicit-mlp,1970.280029296875,662.0291137695312,19502.79296875
czwbr8ul,269.0,explicit-mlp,2046.62939453125,759.4508056640625,20995.8515625
19w6z16o,402.0,explicit-mlp,1998.6148681640625,631.3692016601562,20118.93359375
l2bc4lke,310.0,explicit-transformer,1598.7120361328125,504.2832946777344,16431.591796875
v61wpbix,601.0,explicit-transformer,1608.24462890625,560.120361328125,17896.138671875
2m7i8hs9,380.0,explicit-transformer,1640.2291259765625,493.78546142578125,18205.638671875
un0mdhq4,582.0,explicit-transformer,1592.1131591796875,527.7504272460938,17037.939453125
95f0fgnu,491.0,explicit-transformer,1603.521728515625,586.4225463867188,17609.63671875
b1gocf0q,380.0,explicit-mlp,1897.923583984375,652.1226806640625,19433.806640625
t8fvey15,599.0,explicit-mlp,1916.30517578125,584.7362060546875,19129.123046875
b68bnm5t,395.0,explicit-mlp,1908.7532958984375,619.0775756835938,19538.119140625
049dl7uz,326.0,explicit-mlp,2023.0682373046875,702.1473999023438,20221.7578125
18n3slpo,403.0,explicit-mlp,1970.5516357421875,597.8915405273438,20195.986328125
cymkyans,996.0,implicit,2501.613037109375,857.3712768554688,21773.77734375
7vfwk5am,3.0,implicit,2688.675537109375,303.0970458984375,27127.943359375
5c0l5qng,993.0,implicit,2569.388916015625,985.9124755859375,23233.9453125
ie9qf7md,3.0,implicit,2692.155517578125,293.4651794433594,27159.70703125
f4piws42,3.0,implicit,2706.467041015625,302.0010070800781,27168.99609375
slxr7qgu,310.0,explicit-transformer,1598.7120361328125,504.2832946777344,16431.591796875
fulbjtu2,378.0,explicit-transformer,1638.1876220703125,512.6206665039062,17875.064453125
6u5mf0xy,601.0,explicit-transformer,1608.24462890625,560.120361328125,17896.138671875
9u6uy6er,441.0,explicit-transformer,1586.8250732421875,512.165771484375,17285.517578125
vzc244kf,452.0,explicit-transformer,1590.334716796875,472.8858947753906,17319.240234375
2z7w2zbl,334.0,explicit-mlp,1947.809326171875,668.4322509765625,20190.072265625
pgm0oavv,648.0,explicit-mlp,1880.29736328125,661.4949951171875,18843.3984375
x101pqcf,396.0,explicit-mlp,1970.280029296875,662.0291137695312,19502.79296875
mnakmhlx,403.0,explicit-mlp,2038.346923828125,615.4446411132812,20443.560546875
vckudva9,256.0,explicit-mlp,2068.74658203125,720.1972045898438,21324.939453125
