run_id,epoch,model,val/Accuracy/dataloader_idx_0,val/Accuracy/dataloader_idx_1,val/Accuracy/dataloader_idx_2
gdvkzrb2,162,explicit-mlp,0.3357083201408386,0.343625009059906,0.3312222361564636
pe6smknn,162,explicit-mlp,0.3345694839954376,0.3440555930137634,0.3309027850627899
2c3xlr6j,162,explicit-mlp,0.3354722559452057,0.3431805968284607,0.3299027979373932
t7gms6hc,162,explicit-mlp,0.3353889286518097,0.3433056175708771,0.3315138816833496
al2c3cm4,162,explicit-mlp,0.33525002002716064,0.34251391887664795,0.3303055465221405
wq9jj7v1,520,explicit-transformer,0.33512502908706665,0.34405556321144104,0.3318333327770233
to9lxub8,520,explicit-transformer,0.3357222378253937,0.34368056058883667,0.3321250081062317
z1180io2,520,explicit-transformer,0.334944486618042,0.3435139060020447,0.3309861421585083
lx6ly0it,520,explicit-transformer,0.33601394295692444,0.34393057227134705,0.33250001072883606
j27p6lrh,520,explicit-transformer,0.3353472352027893,0.3431389331817627,0.3317222595214844
5nd38jjm,824,implicit,0.3491111695766449,0.3619583547115326,0.2815277874469757
0stxql8s,824,implicit,0.34626394510269165,0.362888902425766,0.27133333683013916
mwhk9d1f,824,implicit,0.3414027988910675,0.36488890647888184,0.2719305753707886
s884qnmo,824,implicit,0.34219443798065186,0.35479167103767395,0.2860833704471588
pwsn3gcj,824,implicit,0.34293055534362793,0.3525833189487457,0.2869027853012085
